,comment,label
26,màu sắc:đen đúng với mô tả:đúng hộp bị bóp méo đóng gói hàng ko kĩ,negative
27,màu sắc:đúng như trong hình nhưng không có cái để đục,neutral
28,chất liệu:tốt,positive
29,màu sắc:ok đẹp,positive
30,"đúng với mô tả:ok màu sắc:trắng chất liệu:ok nhìn tạm ổn , nói chung rẻ lên mua thử . hết bình luận thêm để lấy xu",positive
31,màu sắc:trắng đúng với mô tả:đg chất liệu:cứng ko tinh tế như mấy shop khác k tặng kèm đunh đục lỗ,negative
32,đúng với mô tả:xấu kh dc đẹp nhue trong hình không như mong đợi kh hợp cs phong cách và nhìn cx chẳng thấy đẹp,negative
33,đúng với mô tả:đúng chất liệu:tầm chung màu sắc:đúng k bấm lỗ mặc dù đã kêu shop bấm lỗ,positive
34,chất liệu:xung quanh nịt không được khâu xung quanh nên khá dễ bong keo màu sắc:đúng,neutral
35,chất liệu:da màu sắc:đen xanh đúng với mô tả:không giống ảnh dùng tạm ổn,neutral
36,đúng với mô tả:dung chất liệu:ko giống như ảnh màu sắc:bth,neutral
37,đúng với mô tả:tam màu sắc:được chất liệu:chx bt đc,neutral
38,lúc đeo khó vì cái j đó ở viền hơi dính,neutral
39,hàng đẹp nhưng có mùi j lạ lạ🤩,positive
40,k giống trong hình lắm logo còn lỏng nz,negative
41,shipp giao ko đúng địa điểm,negative
42,nó bảo 2 cái mà 1,negative
43,chất liệu:ko tốt màu sắc:đúng,negative
44,màu sắc:hơi nâu 😁 8.5đ,positive
45,màu sắc:màu đẹp chất liệu:ko biet đúng với mô tả:đúng với mô tả ai có í định mua thì mua ngay ko hết,positive
46,màu sắc:đúng chất liệu:nhựa đúng với mô tả:đúng giao hàng nhanh chóng đóng gói chắc chắn đủ số lượng hài lòng,positive
47,đúng với mô tả:đục lộ hơi ngắn màu sắc:đúng như mô tả,negative
48,màu sắc:ok chất liệu:ổn so với giá ok mua dùng được mà anh em mua dùng thử mới biết được ✅,positive
49,chất liệu:hơi nhăn màu sắc:màu cũng đc đúng với mô tả:chuẩn giao hàng rất nhanh,positive
50,hàng oki dúng như quảng cáo đáng nên mua rẻ dùng thì mới biết đk tốt hay ko,negative
51,chất liệu:không biết là chất liệu j luôn ạ màu sắc:đen đen đúng với mô tả:rất ư là đúng á hàng cx ok á. hình ảnh chỉ mang tính chát minh họa thôi ạ thông cảm nha mn. nên mu ạ,positive
52,chất liệu:ok đúng với mô tả:km màu sắc:kk em cần nhượng lại iphone 14 pro max 128 gb tim đang dùng.e đổi máy nên muốn để lại 15triệu em ở sài gòn .cần qua e xem lấy check máy nhen. khong rành dẫn theo thợ cho nhanh e khong shipp,positive
53,đúng với mô tả:đúng chất liệu:tốt màu sắc:nâu tặng em một quả chanh thần vì trong đó có chân thành của anh,positive
54,chất liệu:da màu sắc:ok đúng với mô tả:đúng 4 sao thôi. lý do ở trên hình,positive
55,chất liệu:tot nen mua màu sắc:đúng ý đúng với mô tả:đẹp ngon bổ rẻ,positive
56,màu sắc:đẹp chất liệu:tốt đúng với mô tả:đúng như mô tả,positive
57,đúng với mô tả:tốt màu sắc:tốt chất liệu:chưa ưng í,positive
58,chất liệu:tốt màu sắc:đẹp đúng với mô tả:vừa với ng,positive
59,chất liệu:da màu sắc:đen đúng với mô tả:đúng với mô tả ngon rẻ uy tín shop giao hàng nhanh nên mua nhé các bạn,positive
60,"chất liệu:da màu sắc:xanh,đen đúng với mô tả:đúng hàng đóng gói cẩn thận, giao nhanh. sản phẩm đẹp,ko bị lỗi gì cả. cho shop 5sao",positive
61,chất liệu:cao su đúng với mô tả:đúng màu sắc:xanh đen hàng tốt ok nha mn nên nmua hihi cảm ơn dành thời gian đọc được bài này em thấy anh trả lời em được biết công ty mình còn nhiều khó khăn trong cuộc sống này e biết a ơi anh gửi em bản hợp đồng với,positive
62,chất liệu:dẻo dai tuyệt giời chất liệu rất đẹp đánh giá shop 5 sao lần sau mua tiếp,positive
63,"đúng với mô tả:đúng màu sắc:nau chất liệu:da hình bề ngoài đẹp, đúng vs mô tả nhg vs mức giá này ko biết dùng đc lâu ko hi vong da ko nhanh bong",positive
64,đúng với mô tả:đúng hàng tốt giá rẻ bình luận sau đây chỉ mang tính chất nhận xu(là những hình thức xử lí các sinh hoạt và thân non nớt nhưng vẫn có một ngày lên 8tr cho thuê xe buýt ở đây có phải do con kia morning nhập lại fb lâu rồi nhưng mình vẫn trong xu có j vui k),neutral
65,đúng với mô tả:đung màu chất liệu:đẹp k biết dùng bền k màu sắc:xanh rất đẹp,positive
66,chất liệu:da màu sắc:trắng đúng với mô tả:đúng sản phẩm tốt bền sử dụng lâu dài hay không 1 thời gian mới biết được ship giao nhanh,positive
67,chất liệu:khá ok màu sắc:đẹp đúng với mô tả:9/10 mọi người nên mua nha chất lượng hình thức khá ok giá rẻ chất lượng sản phẩm tốt cho shop và sản phẩm🥇🥇🥇,positive
68,chất liệu:nhựa cứng cầm chắc màu sắc:đúng đúng với mô tả:đúng với mô tạ hàng ok lô gô hơi lọng nha,neutral
69,màu sắc:trắng đúng với mô tả:đúng cấu tạo gọn viền đẹp hơn mô tả,positive
70,hàng như hình chất lượng sản phẩm ok hợp vs giá tiền 👍👍👍👍👍👍👍👍👍comment mang tính chất trân trọng sp tốt,positive
71,màu sắc:màu nâu đúng với mô tả:y mẫu đẹp y hình giá tiền cũng rẻ,positive
72,đúng với mô tả:dung màu sắc:trắng bạc hàng rất đẹp màu sáng khá vừa vặn mọi người nên mua,positive
73,màu sắc:trắng xám chất liệu:da j ko bt màu so le nhau khá ổn đặc biệt luôn vui tươi ok 10/10 thắt lưng,positive
74,đúng với mô tả:quá đúng vs mô tả chất liệu:rất chi là ok màu sắc:như hình ae mua đi ko thì lại phí,positive
75,đúng với mô tả:đúng chất liệu:mỏng màu sắc:sám chỉ thừa và rách 🙂,negative
76,"màu sắc:đen nhưng rất rất dễ phai màu thành đỏ chỉ cần ướt thì nó sẽ ra nước màu đỏ chất liệu:nhìn trong hình vải dày nhưng ra ngoài lại là vải mỏng đúng với mô tả:thấy cho 5 sao quá trời tưởng đc ai dè mua xong mang vào cái mũ thì tụt ra đằng sau..không nên mua nha mọi người,đã là hàng fake rồi còn vải mỏng dễ phai màu nữa sản phẩm này của shop bán với giá 100k là rất tệ shop nhé",negative
77,màu sắc:đen đúng với mô tả:không nha chất liệu:mỏng vcl khuyên tht là kh nên mua nha mn trên ảnh mũ to rộng nhận hàng về chút xíu mặt dù là đặt size l rồi nhg áo chật cho mấy e lớp 5 mang vừa ấy 👍,neutral
78,đúng với mô tả:ko màu sắc:sai chất liệu:kém đặt size to nhất shopp gửi hàng bé nhất bịp tht sự 😩😩,negative
79,chất liệu:kh bt màu sắc:đen đúng với mô tả:không tệ,positive
80,mới bóc ra đã thấy chất liệu áo tệ d mới nói mn không nên mua,negative
81,xl mà quá nhỏ,negative
82,sai sản phẩm,negative
83,quá ngắn,negative
84,giao không đúng mẫu đặt. tệ đừng mua nhé mn,negative
85,"đặt 8 áo, nhận được 7 áo báo shop im ru bán xong là xong ko nhận trách nhiệm đầu năm nên nt cho shop để giải quyết nhưng ko trả lời hàng ko đúng như mô tả: hàng chỉ 1 size mà đánh size m, l,xl,2 xl; chữ phía trong mũ ko đúng hình; tag mac ko giống hình khách mua cân nhắc khi mua",negative
86,"chất liệu:mỏng đúng với mô tả:đúng màu sắc:đen chỉ dễ bung,muốn đổi lại",negative
87,đặt màu xám giao màu đen chịu shop,negative
88,dây khéo khác so với mô tả,neutral
89,đặc s mà giao m,negative
90,khong giống trong hình xl để size rõ ràng như khi mua về quá nhỏ,negative
91,chất liệu:tạm ổn đúng với mô tả:sai mô tả màu sắc:đúng,neutral
92,"áo mỏng , nhiều chỉ thừa , mn chỉ lên mua để thử , rẻ cx ko chất lượng j , mn chỉ lên thử nếu có tiền , giao hàng nhanh , đóng gói cẩn thận",neutral
93,cho 3 sao vì màu nhạt khác với hình vải xù lông nói chunh cx đc mâ màu lạc thâu,negative
94,màu sắc:xám chất liệu:vải đúng với mô tả:phần bên trong màu hồng chứ không phải màu đen,negative
95,chất liệu:đẹp màu sắc:đẹp đúng với mô tả:chật,positive
96,màu sắc:đúng với mầu chụp trên shop tốt nên mua,positive
97,đúng với mô tả:áo dắt,negative
98,màu sắc:đc đúng với mô tả:ko đúng cho lắm chất liệu:tốt,positive
99,mũ in chữ dior kh đậm như trên hình,neutral
100,gì mà phải ôm máy bấm mỏi tay mờ mắt trong năm nay em viết lại mong em sẽ cố gắng hết sức quan trọng nhất,positive
101,đúng với mô tả:đúng màu sắc:đúng chất liệu:đúng 2xl hơi mà giống 1xl,neutral
102,mih mua xxl nma hàng tới tay thì nó trông nhỏ còn hơn xl,negative
103,đúng với mô tả:sản phẩm k đúng với hình ảnh,neutral
104,màu sắc:đen chất liệu:vải mềm đúng với mô tả:đúng,positive
105,áo ấm đc oke ống tay hơi rộng,positive
106,mình đặt xxl mà nls hơi nhỏ,neutral
107,màu sắc:xám chất liệu:vải hơi mỏng,negative
108,màu sắc:đen đúng với mô tả:đúng,neutral
109,đúng với mô tả:đúng màu sắc:nâu chất liệu:co dãn đẹp,positive
110,chất liệu:dư chỉ đúng với mô tả:hơi giống màu sắc:đẹp,neutral
111,màu sắc:tốt chất liệu:ok,positive
112,vải mỏng,negative
113,áo nỉ,neutral
114,màu sắc:đep,positive
115,"đúng với mô tả:ok màu sắc:xám chất liệu:poly nỉ bông đóng gói cẩn thận, giao hàng nhanh, chất lượng áo phù hợp với giá cả. hàng xưởng may free size, ko thấy size đâu",positive
116,"màu sắc:đen chất liệu:kbt đúng với mô tả:đúng mẫu siêu đẹp nên mua, mik săn đc giá rẻ mà quá chất lượng",positive
117,chất liệu:vải đúng với mô tả:đúng màu sắc:đen ko có có yêu yêu e đi bn là một loài bọ cánh cứng trong họ t đi,neutral
118,màu sắc:xám đúng với mô tả:hơi hơi chất liệu:vải hơi đúng thôi k giống trên ảnh mấy nma cũng đẹp giá tiến cũng hợp nói chung là ôk,positive
119,"đúng với mô tả:👍 chất liệu:👍 màu sắc:👍 nhân viên giao hàng rất tận tình vui tính , áo giao không đúng hẹn nhưng nhận được hàng rất chất lượng ￼￼",positive
120,màu sắc:đẹp chất liệu:chuẩn đúng với mô tả:chuẩn sẽ ủng hộ tiếp,positive
121,màu sắc:đen chất liệu:vải đúng với mô tả:ok giá rẻ giao hang nhanh chất vải mang hơi nóng sẽ ủng hộ shop tip,positive
122,màu sắc:đen. chất liệu:như shop quảng cáo. đúng với mô tả:giao hàng nhanh đẹp chất lượng giá rẻ.,positive
123,giao hàng nhanh. vải nỉ dày dặn. y hình nha,positive
124,chất liệu:đúng màu sắc:đúng đúng với mô tả:đúng đẹp mang vào ko chật,positive
125,chất liệu:cũng dc đúng với mô tả:đúng màu sắc:đem cũng đc,positive
126,màu sắc:k đúng lắm chất liệu:vải đúng với mô tả:k giống,neutral
127,màu sắc:đen đúng với mô tả:đúng trong hình quá đẹp,positive
128,chất liệu:ok màu sắc:đen đúng với mô tả:rất ưng ý,positive
129,"màu sắc:đen chất liệu:mỏng áo nhiều chỉ thừa,mũ xấu",negative
130,màu sắc:hồng chất liệu:vải đúng với mô tả:sai áo một lớp. mỏng. xấu. tệ. thua cả hàng chợ. áo form nhỏ. size l mà nhỏ xíu. ko bao giờ quay lại mua nữa 😮‍💨😮‍💨😮‍💨😮‍💨 [tb] quy khach dung quen doi diem viettel++ de nhan luu luong data mien phi su dung trong ngay hoac 30 ngay. bam goi *098# hoac truy cap ung dung my viettel tai https://myvt.page.link/vt10 de doi diem. lh 198 (0d),negative
131,"đúng với mô tả:không chất liệu:kh phải nỉ kém,tệ,kh có nỉ, kh ấm",negative
132,đúng với mô tả:ừ không rồi chất liệu:mỏng nhưng lại ghi ở tên sản phẩm là nỉ 2 da mặc mỏng như tờ giấy màu sắc:màu kem sản phẩm rất tệ chưa từng thấy đã vậy chọn size to hơn thường rồi mà vx bị ngắn.,negative
133,đúng với mô tả:hơi mỏng nhe màu sắc:xám không biết,neutral
134,"vừa khui ra đã bay cúc , các lỗ đục để cài cúc to dễ bay chân cúc ra ngoài , lh cả zl , cả nt qua shop cũng chưa thấy phản hồi",negative
135,"đúng với mô tả:mình nhận đc hàng r, rất ưng vừa giá tiền chất liệu:đẹp màu sắc:đẹp",positive
136,đúng với mô tả:đúng màu sắc:kem chất liệu:vải thường chắc chắn mik sẽ đánh giá 1 sao. trong live tiktok hãy cả shoppe mik gửi bl hỏi mà người live thấy mà ko có ý trả lời. và áo của mik mua mặc tết mik mới mặc mùng 2 và mùng 3 mà mùng ba đã bong khuy áo thì lm from ngắn nếu ai trên dưới m6 thì mua size xl là hợp lí. tuy về trước tết nhưng mik ko mặc chỉ để đến mùng hai mới mặc. nếu mọi người mà bỏ qua đc khuyết điểm đó thì hãng mua.mik thấy rất nhiều bạn đã phản ánh về chất lượng khuy hầu như mọi người đều kêu là áo giao về mặc đc lần 1 lần 2 là bị bong khuy,negative
137,đúng với mô tả:đẹp chất liệu:nhưng chất lượng kém mau bung cúc bấm,neutral
138,"💥dạ em chào chị diem phung , mẫu áo dạ kẻ caro lông tràn viền bigsize ấm áp, mềm mại. hôm nay shop đang 𝐬𝐚𝐥𝐞 giảm giá 40% còn giá: 🌷mua 1 áo: 449k+30k ship 🌷mua 2 áo 899k+ miễn ship 🌷 combo áo dạ + chân váy: 579k miễn ship 🌷 combo áo dạ + áo giữ nhiệt: 599k miễn ship 🌷chân váy xếp ly ngắn: 169k 🌷áo giữ nhiệt: 200k 💖shop có đủ sz 35kg-100kg . mình bao nhiêu cân chị diem phung ?nhu",positive
139,"áo thủng, bấm trả hàng nhưng bị shop từ chối.",negative
140,mới mua đã rơi cúc🥰,positive
141,đặt áo đỏ tay đen mà đc cái ngược lại,negative
142,giao nhầm áo r má🙂 đặt xanh mà,neutral
143,giai ko đúng sản phẩm !,negative
144,ế tính ra là mặc dc lần mới dc áo bị rách đấy?????? áo đẹp ok nma bị rách ??,negative
145,đặt màu be gửi màu xám nhưng vì nó xinh nên vẫn nhận chất áo mọi thứ thì ok giá này là hơph lí rồi nhưng áo bị rách túi :)),neutral
146,"aoa xịn lắm đẹp nhưng vừa mua về có dính vài vết dơ , núc áo làm không chắc vừa về bị súc ra",neutral
147,áo khác đẹp nhưng lại có một viết keo ở đằng sau mik khá thất vọng nên chỉ cho hai sao thôi mong lần sau shop làm vc cần thận hơn,negative
148,đúng với mô tả:đúng màu sắc:trắng cũng đẹp nma dễ hỏng cúc t mua 2 cái vừa đóng cúc áo thử rồi mở ra bung mẹ 2 cái:),positive
149,chất liệu:kb màu sắc:đen đúng với mô tả:k đúng như trong quảng cáo,neutral
150,áo xù nha,negative
151,đặt về đằng sau cổ nó có máy hạt li ti nhỏ chấm đỏ,neutral
152,đúng với mô tả:không shop gửi sai mặt hàng,neutral
153,"shop quên chưa khâu một bên túi , mới đâu mình cứ tưởng bị bung chỉ nhưng ko phải nhìn chẳng có đường may mong shop nhớ chú ý tới cái túi",neutral
154,đúng với mô tả:đúng màu sắc:trắng chất liệu:vải trời ơi mới mặc được 1 lần mà cái cúc nó đã rụng rồi thất vọng vai luôn í trước đặt màu xanh cũng bị bung cúc giờ đặt màu trắng cũng bị áo nhiều chỉ thừa vaii áo còn bị bẩn phần cúc ấy cái cúc cuối còn bị gỉ thất vọng lắm luôn ấy ạ,negative
155,"đúng với mô tả:đúng chất liệu:nỉ 2da màu sắc:xám trắng áo siu đệp nha trời như trên vd, mình mua đc giá 121k siu hời, nói chung là nên mua ❌nhưng áo bị rách một chút ở túi trong+ nhân viên bơ, minh có y/c tư vấn sp nma nv bơ luôn+ ship giao muộn mình giục mãi đơn hàng ms đc gửi nên đ/g shop 2sao (❌ hình ảnh chỉ mang tính chất nhận xu)",positive
156,"áo rách phần cổ,bị dơ ,bung chỉ",negative
157,m mà rộng lắm nha m.n..đường may đẹp vải polo mà mát...giao hàng cũng lâu,positive
158,"áo mỏng dính, k dày với ngắn nữa. m55 mặc k trùm mông:)) chắc chỉ hợp mặc mùa thu hoặc làm khoác ngoài vào mùa hè",negative
159,chất liệu:tam đc màu sắc:đen đúng với mô tả:k giống lắm k biết miêu tả kiểu gì nhueng hơi thất vọng đóng gói kĩ giao hàng nhanh hình ảnh và video mang tính nhận xu,negative
160,do mới nhận hàng bị đo cho nên chỉ cho 4 sao thoii. nhưng vải với from vẫn đẹp nên chấp nhận,positive
161,áo mỏng đường may chắc chắn mặc mùa hè thì mát hợp lí hơn mùa đông,positive
162,"nhiều chỉ thừa ,bị rách phần túi áo ,đường chỉ may chx cẩn thận mong shop để ý hơn",negative
163,"chất liệu:oke màu sắc:đẹp mặt ngoài thì oke.mặt trong ko có lót,bông có dứt ra đc,túi áo thì bay phấp phới,vẫn có chỉ thừa.3s thôi",neutral
164,vải mỏng. hàng việt nam như này bán tầm giá này thì thấy cũng được. nhưng chỉ thừa nhiều tem mác k cài vào 🥲,neutral
165,"đúng với mô tả:đúng màu sắc:đen chất liệu:hơi mỏng m68 , 52g size l vừa in nếu mn muốn rộng có thể tăng size",neutral
166,chất liệu:vãi nỉ hai da đúng với mô tả:đúng màu sắc:màu xám tiêu áo hơi nhiều chỉ thừa có vài vết bẩn nhỏ,negative
167,"size m thì 38-50kg mình 45 cân thì ko mặc vừa quá rộng, size m mà như size l",negative
168,chất liệu:đẹp màu sắc:đẹp đuôi áo hơi ngắn,positive
169,mình m58 mặc sz l vừa đẹp luôn nha 😘,positive
170,hàng đẹp nhưng mà giao không đúng màu,negative
171,áo xinh nhưng bị dơ nhìu,negative
172,"chất liệu:nỉ hai da màu sắc:màu đen đúng với mô tả:đúng với mô tả sản phẩm form tương đối ổn, có điều màu đen của áo hơi bạc không được đen thuần nhìn giống mới",neutral
173,"đúng với mô tả:đúng 1 phần màu sắc:be mô tả là be nhưng be này hơi vàng là đậm, như kiểu vàng gà con ấy mình thấy bị kén da, áo 1 lớp nên túi áo ko đc may cố định mặc ko cài cúc túi áo lòi ra trông rất buồn cười, mỏng mặc hè và thu ko có chuyện dày dặn. nói chung ko xứng đáng với giá tiền pr quá rầm rộ, nhận hàng bị thất vọng. form thì cũng ok, cổ bị ôm quá cá nhân mình ko thích kiểu đấy",negative
174,"áo đẹp nhưng mỏng nha còn hơi ngắn nữa mà đây là sai l đặt sai m chắc ngắn ngủn quá ,sợ năm sau mặc lại ngắn",neutral
175,"màu sắc:naviiii chất liệu:vải khá đẹp tưởng áo dày nhưng mà khá mỏng , form xinhh",positive
176,chất liệu:nỉ 2 da đúng với mô tả:đẹp y hình màu sắc:đen sp đẹp ưng ý lam k 1sợi chỉ thừa 💯 có nhưng tại cúc hơi k chắc lắm nm okkkla nên mua nên ủng hộ shop nhhh m thích mặc rộng nên lấy size to,positive
177,"màu sắc:đen đúng với mô tả:đúng chất liệu:nỉ 2 da áo đẹp nha mọi người, form lên chuẩn, ưng nha. khóa bấm dễ sử dụng👍",positive
178,chất liệu:ổn màu sắc:đẹp đúng với mô tả:đúng như mô tae sản phẩm ok giao hàng nhanh màu sắc đẹp shiper thân thiện,positive
179,màu sắc:bee đúng với mô tả:đúng chất liệu:nỉ nhìn hơi mỏng so với trên ảnh nma mặc vào đủ ấm cũng chắn gió ạ.mn nên mua nha,positive
180,"đúng với mô tả:có chất liệu:vải nỉ màu sắc:trắng kem áo dep , nhưng cũng có cái gì đấy ch đc hoàn chỉnh đóng gói sơ sài ko dep túi bóng nhăn nheo áo bẩn",neutral
181,"đúng với mô tả:dung màu sắc:xám tiêu chất liệu:nỉ nhma vải mềm hơn thì tuyệt áo form đẹp mặc mùa nào cũng đc, đẹp rẻ giao hàng nhanh",positive
182,"2xl mà fom áo vẫn thấy nhỏ, chất vải dày, mịn, mát..",positive
183,áo rộng so với mình. mình 55 kg lấy size l rộng. đổi sang size m vẫn rộng ngang. chắc mình không hợp dáng này.,neutral
184,màu sắc:be đúng với mô tả:đúng mô tả vải với form áo đẹp nma mới giặt 1 lần mà nút bấm nó đứt 1 cái r:(( k bt tại sao áo đẹp,neutral
185,"chất liệu:nỉ 2da màu sắc:be đúng với mô tả:đúng chất vải ổn nhee so với giá tiền, nên mua nhé , dễ phối đồ",positive
186,"đúng với mô tả:giống ảnh chất liệu:oki màu sắc:xanh navy màu tôn da đẹp , tùy nhiên có vài chỗ có chỉ thừa nhưng ko sao , áo đẹp nên mua nha",positive
187,"chất liệu:vair màu sắc:be đúng với mô tả:đúng m53 40kg mang sz m, đẹp nha, không quá to hay quá nhỏ mang thoải mái, chất vải manh mát đáng để mua!!!",positive
188,"áo đẹp xỉu, màu lên xinh cực, vải thì mình thấy oke không quá dày vừa vặn mặc không bị nóng,mua trên live 118k quá đã",positive
189,chất liệu:vải màu sắc:xanh navi đúng với mô tả:đúng áo đẹp form xinhhh áo giá vừa tiền mình cao 1m55 mặc size l đến mông nha,positive
190,"chất liệu:vải khá mát màu sắc:navi đúng với mô tả:khá tốt áo xinh, gói hàng kĩ. phù hợp với nhiều outfit. chất liệu vải có thể mang vào mùa hè hoặc đông, nói chung là okk ạ!!",positive
191,đúng với mô tả:đúng chất liệu:ok áo cực kì okela màu xanh tôn da lắm áo hơi mỏng nói chung là nên mua nha,positive
192,đúng với mô tả:dung chất liệu:dung màu sắc:đẹp đóng gói chắc chắn cẩn thận lần sau sẽ ủng hộ cho shop tiếp ạ hi vọng shop buon bán may mắn,positive
193,đúng với mô tả:đúngggggg màu sắc:xám chất liệu:idkk nó đpej chất lượng vô cùng áo 10 điểm luônn nmg nên mua ủng hộ shop nhaaa cutee,positive
194,"màu sắc:xanh navy đúng với mô tả:đúng á , xiuuuuu xinh chất liệu:mềm , khá ấm nhìn là mê sản phẩm chất lượng nên mua , màu sắc đa dạng ,đẹp , sang , trắng da , from",positive
195,màu sắc:be chất liệu:đúng đẹp mềm đúng với mô tả:đúng áo màu chuẩn chất vải đẹp kinh trươc mình mua áo giá 152k nay vào xem có 135k rẻ mà đẹp lắm shop tư vẫn nhiệt tình shop rep nhanh rcm mọi người mua nha lần sau sẽ mua lại 💯,positive
196,màu sắc:hồng đúng với mô tả:đúm áo xinh form xinh chất vải ok nên mua nha nhưng mà năm nay áo này hot nhiều người mặc phết á,positive
197,chất liệu:cũng đc màu sắc:được đúng với mô tả:đúng thì đúng nhưng nhiều chỉ thừa quá chất vải không dày dặn lắm chỉ thừa quá nhiều,positive
198,"chất liệu:nỉ 2 da đúng với mô tả:hình đẹp hơn màu sắc:xanh navi mình m5 37kg vừa như in dài ngang mông của mình , mình chụp hình hơi chéo áo chất lượng so vs số tiền mình mua cỡ 115k rẻ 😍✌️",positive
199,chất liệu:vải đúng với mô tả:đúng với mô tả màu sắc:màu be áo đẹp lắm nha mà giá rẻ nữa nên mua lắm nha mọi người,positive
200,"đúng với mô tả:dug màu sắc:đẹp lắm chất liệu:kbiet áo đẹp xinhh, chất liệu cũng dày, giá này ok, nên mua nhé m.n . lần sau uhộ tippp",positive
201,chất liệu:vải màu sắc:màu trắng be đúng với mô tả:rất đúng với mô tả vải xịn và mặc đã lắm mọi người. mọi người nên mua về mặc giá cả siêu siêu hợp lý,positive
202,"đúng với mô tả:ko chất liệu:vải màu sắc:đen trắnng đặt cổ trung giao cổ ngắn, logo in k dc sắc nét, mỏng",neutral
203,màu sắc:trang chất liệu:nilong đúng với mô tả:sai không giống với ảnh quảng cáo. tất bé và rất mỏng nhá. tiền ít k nói nhưng số tiền đó mua hàng khác tốt hơn nhiều.,neutral
204,màu sắc:đen đúng với mô tả:quá dởm chất liệu:quá tệ hàng nilong quá chật chân hàng này size36 mới vừa còn lại size chân trên 40 là auto chật chân khó chịu vãi k co giãn,negative
205,"đặt màu trắng, giao màu đen, chán không chịu đc, gửi tin nhắn cho shop không được, shop chặn rồi",negative
206,"chất liệu:vải màu sắc:trắng vải rất mỏng nha ai thích dày nên chú ý, chụp hình nhìn dày bán mỏng dính nhỏ nữa chê.",positive
207,tất trắng hơi bẩn 1 chút còn tất đen logo nike bé hơn rất nhiều so với ảnh,negative
208,chất liệu:dỏm đúng với mô tả:không đặt 15 đôi giao 1 đôi đã vậy hàng còn delay 3 4 ngày shop làm ăn kiểu vậy coi được à lừa đảo mn nên tránh.,negative
209,màu sắc:đúng yêu cầu chất liệu:tốt mua 5 đôi mà chỉ 4 đôi,positive
210,đặt 4 đôi nhưng gửi có 2 đôi? khồn hiểu kiểu gì nữa một trắng một đen mà gửi như này,negative
211,"đúng với mô tả:khoong ddungs mng lựa shop khác mua nha, shop này vải mỏng, đặt dài thì giao cái vừa",negative
212,màu sắc:den đúng với mô tả:ko mình đặt màu trắng mà giao cho mình màu đen ????????????,neutral
213,đặt màu trắng sao về màu đen hết vay trờiiii😡😡😡,neutral
