,comment,label
6038,"đúng với mô tả:như mô tả chất lượng sản phẩm:tốt nhận được hàng mà nhìn hết hồn luôn không nghĩ nó đẹp như vậy, hi vọng sản phẩm khi đưa vào sử dụng sẽ bền theo thời gian, mua trực tiếp từ trung quốc sang cho nên giá cả rất rẻ.",positive
6039,chất lượng sản phẩm:rất tốt tính năng nổi bật:ok rất ổn đúng với mô tả:của shop đồng hồ đẹp lắm 👍👍👍nói chung giá rẻ lên không đòi hỏi quá nhiều .,positive
6040,"chất lượng sản phẩm:tốt tính năng nổi bật:mượt đúng với mô tả:đúng đồng hồ nhìn rất chill, lướt rất mượt, giá cả lại rẻ nữa, hàng mới đập hộp. sản phẩm của shopee nên yên tâm về chất lượng.",positive
6041,"chất lượng sản phẩm:nhìn mã thì đẹp đúng với mô tả:đúng với mô tả tính năng nổi bật:đẹp mình đã nhận được đồng hồ thông minh, nhìn mẫu mã thì đẹp, chất lượng thì sau khi sử dụng mới biết được tốt hay không, shippo thân thiện, giao hàng đúng hẹn",positive
6042,"đúng với mô tả:đúng mô tả tính năng nổi bật:xem giờ nghe nhạc giải trí chất lượng sản phẩm:ổn sản phẩm giao đúng mô tả, săn chỉ đúng 100k khi nhận được hàng khá ngạc nhiên vì đẹp và nhiều ứng dụng tương đối ổn, 100k mà nhìn chắc khác gì những loại cao cấp khác, nhạy cảm ứng mượt mà nghe nhạc gọi là ổn thôi, chủ yếu mua xem giờ giấc thì quá ok. chất lượng phải chờ thời gian mới biết được.",positive
6043,đúng với mô tả:coi đc giờ chất lượng sản phẩm:tốt vãi lò tính năng nổi bật:đo đc nhịp tim vs chs đc game đồng hồ đã xài đc 1 tháng sài cx oke nhma ko bt cách tải app trên đồng hồ( ko phải app kết nối mà giống như app store trên đồng hồ á),positive
6044,đúng với mô tả:đúng chất lượng sản phẩm:ok tính năng nổi bật:đồng hồ điện tử sản phẩm giao nhanh. đóng gói cẩn thận. rất hài lòng về sản phẩm....,positive
6045,chất lượng sản phẩm:tot tính năng nổi bật:nhiều tính năng khác nhau đúng với mô tả:đúng với hình ảnh đồng hồ đẹp và chất lượng đáng để mua,positive
6046,chất lượng sản phẩm:10đ đúng với mô tả:đúbg hàng đẹp giá rẻ nha mn lưu ý là đh kết nối với app trên đt là đổi nền và nhận tin nhắn nghe goik đc nha,positive
6047,"hàng đẹp, chất lượng ôk trong tầm giá. rễ sử dụng. nói chung hơn 100k là ok. ủng hộ 5*",positive
6048,tính năng nổi bật:chưa sử dụng nên chưa bít đúng với mô tả:đúng mô tả chất lượng sản phẩm:mở máy k dc r sử dụng s nhìn cũng ok,neutral
6049,xạc pin ko có vô sao sài sop. gửi tin nhắn sohop ko trả lời khách hàng quá tệ,negative
6050,chất lượng sản phẩm:lua dao xem giờ hok được ma cũng bán cho khách,negative
6051,"tính năng nổi bật:ko có tính năng nào đúng với mô tả:đúng với mô tả chất lượng sản phẩm:thì tồi tệ ko vào đc message, ko ấn vào đc các ứng dụng trong phần cài đặt ,ko nghe đc nhạc. tôi hối hận khi mua đồng hồ của shop này. tôi muốn hoàn trả lại tiền, đồng hồ rất chi là tệ. tôi khuyên các bạn đừng nên mua ở shop này 😡🤬😠",negative
6052,lừa đảo sản phẩm gửi về không dùng không mở lên được,negative
6053,chất lượng sản phẩm:tệ hàng gì ko hoạt động giao thì ko có dây sạc thì sử dụng kiểu gì,negative
6054,mua về bị hỏng rồi không sửa được,negative
6055,mô hình mà bảo là động hồ ạ mầy đc lắm moi người đừng có mua khéo bị lừa giống như mình nha,negative
6056,mua về xong sạc pin rồi xong đầy pin rút ra thì vậy hàng kì vậy,negative
6057,tính năng nổi bật:không chất lượng sản phẩm:tệ đúng với mô tả:không không dùng được phí tiền,negative
6058,chất lượng sản phẩm:kém đúng với mô tả:không đúng với mô tả tính năng nổi bật:không có gì đặc sắc không bật được không lên nguồn,negative
6059,"đúng với mô tả:lừa đảo nha mọi người ,đồng hồ mua về không dùng được nha đừng ai mua nữa nha",negative
6060,chất lượng sản phẩm:đúng với mô tả nhưng không hoạt động đúng với mô tả:tệ tính năng nổi bật:ko sạc ko lên pin & màn hình đen thui 1 ⭐,negative
6061,chất lượng sản phẩm:rất tốt nhà mình rất thích tính năng nổi bật:kéo có j đúng với mô tả:đúng sài làm sao bianj ơi,positive
6062,"chất lượng sản phẩm:tệ mở không lênnn, mọi ng cân nhắc trc khi mua nha",negative
6063,đúng với mô tả:ko chất lượng sản phẩm:dùng đc2 ngày sac ko vào hỏng luôn tính năng nổi bật:ko có dùng cũng đc nhưng ko hiểu sao đang dùng lại bị hết pin sạc ko vào luôn,negative
6064,đồng hồ k có gì để sạc không có gì mà cứ như là cái này thì mình nghĩ nó sẽ là người ta không cóngười dùng có lẽ là một trong số những cái đó đó thì đi đâuđâu cũncũng không ít lần lần nữa thì mớimới biết là ai cũai mà không biết điều đó nên không biết là có hại cho người sức khỏe của ngưngười khác,negative
6065,"hàng thì giống như hình, nhưng mà xài thì mau hết pin, sạc đầy sài nữa ngày hết pin , mất công quá",negative
6066,chất lượng sản phẩm:ko tốt tính năng nổi bật:ko có đúng với mô tả:ko đúng giao hàng nhanh nhưng sản phẩm lừa đảo lần đầu mình mua như này luôn bật ko lên,negative
6067,hàng như hình mỗi tội không mở nguồn được nhắn tin shop không trả lời. cẩn thận suy nghĩ trước khi mua hàng nhé,negative
6068,"sạc ko vô,ko bạt đc,liên hệ shop mà ko trả lời, làm ăn như sh*t,hàng ko đúng yêu cầu",negative
6069,tính năng nổi bật:bth cx lên mua,positive
6070,cần 1 lời giải thích mới mua hôm qua mà hôm nay bị như này đây,negative
6071,chất lượng sản phẩm:bt đúng với mô tả:ko tính năng nổi bật:ko có chất lượng chán ko như quảng cáo chỉ đc cái mã. còn bên trong phần mềm ko sd đc.,negative
6072,đúng với mô tả:ko đúng lắm chất lượng sản phẩm:ko đc tốt đồng hồ ko cho sạc thì sạc kiểu j ko hướng dẫn giao hàng lâu,negative
6073,không có chỗ sạc pin giá lại còn không có lên nguồn,negative
6074,"tính năng nổi bật:ko đúng với mô tả:đúng chất lượng sản phẩm:tệ con hàng đc bao người mua kêu hợp tiền đây, ko bt cách bấm lên cũng chả có chỗ charge,hỏi thì shop trả lời rất vô tri  chào,????, hàng gần 70k mà customer khác bấm ăn còn t thì ko lên, hên còn cái màn hình cứu lên được sao nx chứ ko cho 1 sao hết, đúng ném tiền ra cửa sổ",negative
6075,sp ko kết nối với máy đc nt shop ko tl đồng hồ đẹp nên cân nhắc khi mua,positive
6076,đúng với mô tả:đúng sao tôi mở không đc vậy ? sạc cũng đúng j cx đúng nhưng mà mở vẫn ko đc ?,negative
6077,chất lượng sản phẩm:tốt tính năng nổi bật:khá tốt đúng với mô tả:ko gọi đc ko chơi facebook đc,positive
6078,tính năng nổi bật:đung dung màu.dung san pham.giao hang nhanh chua dung nen k biet the nao,positive
6079,chất lượng sản phẩm:tốt đúng với mô tả:chuẩn tính năng nổi bật:bt,positive
6080,tính năng nổi bật:không chất lượng sản phẩm:không chất lượng cho lắm vì chỉ xem giờ và thay đổi hình nền là chủ yếu,negative
6081,tính năng nổi bật:ko co đúng với mô tả:k phai y68 lúc trước chất lượng sản phẩm:bt phụ kiện trang trí cũng được. giá này thì chỉ thế thôi.,neutral
6082,đúng với mô tả:đúng chất lượng sản phẩm:khá tốt ban đầu mới mua về ko hoạt động được nhưng sau khi sạc thì đã dùng được nên mua,positive
6083,đúng với mô tả:đúng với mô tả chất lượng sản phẩm:bình thường tính năng nổi bật:k có chỉ xem được giờ còn mấy tính năng khác chỉ phụ họa thôi với cả chị ấn được nút ở giữa còn màn hình thì không cảm ứng được nói chung tiền nào của nấy,neutral
6084,chất lượng sản phẩm:ổn đúng với mô tả:đúng tính năng nổi bật:bth mình kh biecc cài hình nền với vào mess đọc tn chỗ nào í b nào biecc chỉ mình với nha.💕 h/ảnh chỉ mang tc nhận xu.,positive
6085,đúng với mô tả:màu bạc chất lượng sản phẩm:không như mô tả tính năng nổi bật:không biết cách làm sao dùng cần liên hệ hướng dẫn,negative
6086,đúng với mô tả:đúng chất lượng sản phẩm:bình thường tính năng nổi bật:kết nối bluetooth với điện thoại giao hàng nhanh tận tình nhưng sạc ko vào,neutral
6087,sai giờ chỉnh giờ lại còn không được nên cho ba saovà không có kết nối được với điện thoại,negative
6088,đẹp tốt nhưng mà mua về bật lên không được là sao vậy này mình để cho shop giải quyết không đánh giá 1sao đấy,negative
6089,bật chổ não nào vậy,negative
6090,tính năng nổi bật:ko đúng với mô tả:bình thường chất lượng sản phẩm:bình thường ship hàng nhanh nhân viên giao hàng nhiệt tình,neutral
6091,chất lượng sản phẩm:ổn với giá tiền tính năng nổi bật:không đúng với mô tả:đúng,neutral
6092,"giao hàng đúng,nhanh hàng y hình mẫu mã đẹp không kết nối được blutoot với điện thoại giờ gắn vô vành xe máy",positive
6093,"đúng với mô tả:đúbg chất lượng sản phẩm:dùng lâu mới biết tính năng nổi bật:xem giờ đồng hồ tốt giá cả hợp lý có thể xem giờ , đo nhịp tim, app chạy bộ đo bước chân, có thay đổi hình nền đc y như điện thoại và có thể sạc được xài pin lâu hết lắm mặc dù không phải là sạc bằng dây nhưng lên youtube tra là sẽ biết dùng liền. mình tải app fitpro có kết nối bluetooth với thông báo tin nhắn và fb được . nói chung tốt",positive
6094,tính năng nổi bật:ok đúng với mô tả:ok chất lượng sản phẩm:tạm hàng đúng như hình ảnh. chất lượng tạm ổn với giá tiền. giả rẻ nên k thể đòi hỏi nhiều,positive
6095,"tính năng nổi bật:xem tinh nhắn mess đc đúng với mô tả:đúng những nút bấm nhỏ bấm nhiều lần ms lên hàng đẹp màu trắng chất lượng sản phẩm:đúng vs hình đồng hồ đẹp nên mua phù hợp vs giá tiền , giao hàng hơi lâu, có thể vào đc mess và cài đặt đồng hồ bằng điện thoại",positive
6096,tính năng nổi bật:ok dùng được chất lượng sản phẩm:tốt đúng với mô tả:lúc đầy sốc vì nó ko bật nó ko lên nhưng mình ko nghĩ là shop chưa sạc hehe cũng là xem giờ và kn với điện thoại giá cũng giẻ bèo nên mua nhé mấy bạnn,positive
6097,chất lượng sản phẩm:tốt tính năng nổi bật:tốt đúng với mô tả:đúng thấy cũng được nhưng chưa biết dùng,positive
6098,đúng với mô tả:đúng tính năng nổi bật:có thể kết nối bluetooth chất lượng sản phẩm:tốt các bạn sạc khoảng 30 phút là nó tự mở nhé,positive
6099,tính năng nổi bật:xem đc giờ đúng với mô tả:đúng chất lượng sản phẩm:ổn giao nhanh hơn dự kiến 4 ngày rất ngon trong tầm giá,positive
6100,đúng với mô tả:đẹp tính năng nổi bật:sáng chất lượng sản phẩm:rất tốt,positive
6101,tính năng nổi bật:mẫu mã đẹp chất lượng sản phẩm:ổn đúng với mô tả:đúng hàng với giá đó thì xem giờ được là ok rồi. chỉ đeo thời trang thôi,positive
6102,chất lượng sản phẩm:yess tính năng nổi bật:yes đúng với mô tả:đúng cho shop đánh giá 5sao nhé!!(mang tính chất nhận xu),positive
6103,chất lượng sản phẩm:đc tính năng nổi bật:chụp ảnh đc ko vậy đúng với mô tả:ummm,positive
6104,đúng với mô tả:đen,positive
6105,tính năng nổi bật:ok đúng với mô tả:ok chất lượng sản phẩm:dung,positive
6106,"chất lượng sản phẩm:6/10 đúng với mô tả:kkk tính năng nổi bật:bth thôi lúc mới giao về sẽ k biet làm ntn nhma lên ybt thì biet, xài vài ngày nó cứ như nào ý nên t quăng r nói chung muốn trải nghiệm thì mua",negative
6107,"chất lượng sản phẩm:cũng tốt tính năng nổi bật:thay nền, đo nhịp tim, xem giờ... đúng với mô tả:đúng khá ít chức năng(hình ảnh, vd minh họa)",positive
6108,"đúng với mô tả:rất ok chất lượng sản phẩm:tốt xem giờ và nhiều chức năng khác, chịu đc nước, mình đã test nước thấy ok sjsvsyzisnevcta shsjsjsvsy shsjwve sưbevei snsjxyxh eụesy",positive
6109,chất lượng sản phẩm:ship hàng nhanh.hợp với giá tiền tính năng nổi bật:xem giờ .kết nối với điện thoại xem tin nhắn đúng với mô tả:đúng mọi người mua về lên youtube mà xem hướng dẫn nha. dùng sạc điện thoại mọi người là sạc được,positive
6110,đúng với mô tả:đúng như quang cáo tính năng nổi bật:..... chất lượng sản phẩm:dành gia sau shop giao hàng nhanh dong gọi cần thận đây đi phụ kiện kem theo . chưa tìm thấy nói chỉnh giờ shop có thể hổ trợ giúp mình dc ko,positive
6111,chất lượng sản phẩm:tốt đúng với mô tả:hàng giao nhanh đúng vs mô tả tính năng nổi bật:tốt hàng giao rất nhanh chất lượng tốt đúng vs mô tả,positive
6112,"đồng hồ thông minh y68 kết nối bluetooth theo dõi sức khoẻ , màu đen , chất lượng sản phẩm tốt giá thành phải chăng. vận chuyển nhanh đảm bảo an toàn.",positive
6113,chất lượng sản phẩm:rất tốt hơn cả mong đợi tính năng nổi bật:rất ổn đúng với mô tả:có đầy đủ giao hàng nhanh. đúng và đủ số lượng sẽ ủng hộ thêm. cám ơn rất nhiều !,positive
6114,"đúng với mô tả:đúng chất lượng sản phẩm:đc tính năng nổi bật:xem giờ hàng đẹp ,gói hàng cẩn thận ,giao nhanh (hình ảnh chỉ mang tính chất minh họa )",positive
6115,"chất lượng sản phẩm:silicon đúng với mô tả:đúng tính năng nổi bật:mượt đồng hồ cảm ứng rất tốt, đúng giờ có thể kết nối với điện thoại bằng app. ai muốn biết cách sử dụng thì lên youtube nha😗",positive
6116,chất lượng sản phẩm:tốt đúng với mô tả:đúng màu đúng với quảng cáo đồng hồ đẹp và chất lượng lắm nha các bạn nên mua nha yêu quá cảm ơn shop,positive
6117,chất lượng sản phẩm:tốt đóng gói cẩn thận sản phẩm tốt đóng gói cẩn thận. ace nào mua mà không biết sử dụng vui lòng vào youtube xem hướng dẫn nha. mình đã làm thử vào ok,positive
6118,"tính năng nổi bật:xem giờ chất lượng sản phẩm:tốt đúng với mô tả:như mô tả mọi người nhận hàng đồng hồ thường hết pin thì cắm vô cái đầu của xạc điện thoại usb của mình á nha,thấy chưa j mọi ng đã đánh giá ko tốt,chê rồi,riêng mình thấy giá như vậy là quá rẻ rồi,xạc pin nhanh đầy nữa",positive
6119,"tính năng nổi bật:mới đầu mua về k thấy cục sạc tưởng dõm ai dè lên tiktiok tìm hiểu mới bt chất lượng sản phẩm:tuyệt đúng với mô tả:đúng với mô tả hàng giao kĩ , tốt",positive
6120,"chất lượng sản phẩm:tuyệt vời tính năng nổi bật:xem giờ đúng với mô tả:đúng shop đóng gói sản phẩm đẹp, sẽ ủng hộ shop nữa",positive
6121,đúng với mô tả:tốt tính năng nổi bật:tốt chất lượng sản phẩm:tốt mua thì nhớ tải app kèm nha mua về để hình ny thì ngon hết nước chấm,positive
6122,"đúng với mô tả:đúng ạ chất lượng sản phẩm:đúng với mô tả tính năng nổi bật:xem giờ ,xem thông báo mess, .... đc nha mọi ng nên mua về thử mình mua 0đ nên ko bt dùng đc bao lâu ko bt bền ko nx",positive
6123,"shop quá tệ, gửi sai hàng. khiếu nại trả hàng thì shop không chấp nhận. làm ăn vậy mà coi được à. tiện thể ai muốn mua lại thì liên hệ mail levinhthanh12.1@gmail.com em pass lại phân nửa giá, chớ sai hàng, dùng không được",negative
6124,dùng được 2 hôm thì bắt đầu bị kẹt phím. bấm cứ nhảy loạn lên. chất lượng kém quá,negative
6125,mua xong nhắn tin nhờ hướng dẫn đ thèm rep luôn bấm fn+f3 qua bluetooth thì khỏi về lại usb 2.4 luôn chất lượng : ổn,positive
6126,chất lượng sản phẩm:nhìu phím quan trọng ko sử dụng ₫c. cho 1*,negative
6127,"mọi người mua nên suy nghĩ kỹ trước khi mua, hên sài được thì không sao,còn có hư thì rất là rắc rối,coi như bỏ tiền mua món đồ hư.tại vì khi nhận hàng họ không cho thử.bên lazada khi nhận hàng họ còn cho bóc ra thử,có gì còn không nhận,còn shopee không cho mở ra,dao sao nhận vậy,,đổi trả rất phức t",negative
6128,chuột để không cũng hết pin mặc dù đã sạc đầy và chưa kịp dùng. lần sau né shop,negative
6129,sp quá tệ về hok dùng được ...trc mua 1 lần dùng bt lần này mua về lại hok dùng được ...,negative
6130,"thiết bị tương thích:đc chất lượng sản phẩm:tệ chuột lag ko nên mua, thái độ của ng bán thiếu trách nhiệm, nhắn tin ko trả lời, ko cho đổi trả. nói chung là đừng mua",negative
6131,mua 2 cái về dùng được 1 cái còn 1 cái hỏng ko sử dụng được,negative
6132,cảnh báo các bác khi mua hàng với shop phải đề phòng. tốt nhất là ko nên mua hàng của shop này phục vụ rất kém rất không đáng tiền. giao hàng xong là ko thèm trả lời khách mặc dù sản phẩm lỗi.,negative
6133,phế..lắm..chả sử dụng dc gì đâu..dc vài nút di chuyển..còn lại k dc gì..lúc sau k ấn dc gì luôn,negative
6134,xài đc 2 ngày thì hỏng. usb không nhận remote,negative
6135,mua về rất nhiều nút k dùng đc.nt cho shop thì cả ngày shop nhắn lại đc 1 dòng tn.thấy cho 1 sao còn quá nhiều.,negative
6136,sản phẩm gói kỉ nhưng hàng kém chất lượng.momg add coi lai,negative
6137,sao ai mua cũng có đèn sao mình mua lại k có,negative
6138,"mới mua thì ổn mà đc 3 ngày cái như tật , khong dùng được , vứt cái đieu khien luôn rồi",negative
6139,"chất lượng sản phẩm:lúc dùng được đấy nhưng không có hướng dẫn, phải tự mò tính năng nổi bật:chưa biết đúng với mô tả:đúng dùng cho tv nhưng rút ra cắm được vài lần thì đầu thu tín hiệu đã tịt, không hoạt động gì nữa. nhựa cũng ọp ẹp. dùng được đúng 3 hôm.",negative
6140,chất lượng sản phẩm:chans thiết bị tương thích:không ngoài nút tăng giảm âm lượng không dùng được nút nào khác nữa. chán.,negative
6141,"shop không ghi chú với bên giao hàng về thời gian giao nhận hàng mà khách hàng đã ghi chú khi đặt hàng. đóng gói hàng rất ẩu từ trong ra ngoài, vừa bẹp, vừa bẩn, hộp trong méo móp như hàng dùng rồi. hộp bẩn không biết cầm vào đâu. quá tệ!!!",negative
6142,chủ shop nhiệt tình nên mình k back hàng. mỗi tội hàng k như mong đợi. ngày trước mình dùng chuột phải là back chuột trái là enter. sản phẩm này k được như vậy. sau đó mình mua thêm hàng shop khác thì chuột phải lại back được,negative
6143,mặt hàng không như hình ảnh đâu nhé,negative
6144,chỉ xài được vài nút kết nối lúc được lúc không. chán.,negative
6145,phím k xài được hết / phím bấm được / phím ko được,negative
6146,"sản phẩm đáng tiền, nhưng thời gian giao hàng chậm, khách phải gọi tổng đài 2 lần, cuối giờ hành chính mới nhận đc hàng",neutral
6147,thời gian giao hàng rất chậm . ko có cap sạc như mô tả,negative
6148,"giới thiệu ghi là dùng được cho tivi nhưng thử 3 cái tivi không cái nào nhận ,toàn báo không hỗ trợ là sao shop",negative
