,comment,label
32,đúng với mô tả:đung mô tả chất lượng sản phẩm:chờ thời gian,neutral
33,đúng với mô tả:uy tín chất lượng sản phẩm:tốt,positive
34,"sống trong căn hộ này tiền điện, nước, ăn uống giảm sẽ cực mạnh. chưa kể là có thể có cả body 6 múi mà không cần tới phòng gym.",positive
35,"nhận hàng đủ số lượng mình đang sử dụng cam yosee với lại camhi , camcare gắn thẻ vô cam có phát hiện thẻ nhưng mấy ngày sau xem video lại thì trong thẻ nhớ k có lưu dc video nào. shop phản hồi tin nhắn chậm, mà cách trả lời k phải người việt nam, câu từ cụt ngủn k đúng ý mình hỏi",negative
36,đồ điện tử nên chưa rõ,neutral
37,mua thẻ về lắp vào camera nhưng hình như ko thấy khả dụng. camera bình thường nhưng vào xem phần lưu trữ lại ko có video nào,negative
38,lắp vào cam hang chinh oto nóng va chập chờn hoạt động ko on định,negative
39,đúng với mô tả:đúng mà ko dùng dc ko dùng dc,negative
40,sản phẩm này chất lượng không cao về sử dụng,negative
41,lắp vào cam ko dùng đc,negative
42,hàng nhận được bị vỡ hỏng. kém.,negative
43,"chất lượng sản phẩm:kém thẻ dung lượng chỉ 16gb ,fake",negative
44,good,positive
45,"chất lượng sản phẩm:256gb ok shop chuẩn bị chu đáo,hàng hói đảm bảo không bị hư hay hỏng hóc nào xài thì cũng ok dung lượng thẻ lớn nhưng t không biết xài có lâu hay không cho nên chỉ cho 4 sao thôi nhé còn nếu xài lâu năm thì cho 5 sao.",positive
46,"chất lượng sản phẩm:ok đúng với mô tả:ok hàng nhìn còn mới, lắp vào sử dụng thấy cũng ok. hi vọng bền theo thời gian.",positive
47,"đã nhận được thẻ nhớ micro sd đặt hàng từ shop. thẻ được đóng gói cẩn thận, nhìn cũng rất chất lượng. kiểm tra dung lượng là 120gb, lắp vào camera imou hoạt động tốt. hy vọng thẻ nhớ sẽ bền.",positive
48,"đúng với mô tả:đúng chất lượng sản phẩm:chưa xài chưa viết bao bì chuẩn, giá rẻ, còn tốt hay bền thì chờ thời gian dùng mới biết.",positive
49,"đúng với mô tả:1t chất lượng sản phẩm:tạm giá rẻ.giao hàng nhanh,thử tét đc. dùng lâu mới biết. sẽ ủng hộ shop sau thời gian dài sử dụng.",positive
50,"chất lượng sản phẩm:dung lượng hơn 1t ,chưa test thử nên chưa biết thế nào. hàng đúng mô tả , chất lương chưa biết, ship hơn lâu ( vì là hàng quốc tế ) . hàng được bọc kĩ ,còn nguyên.",neutral
51,chất lượng sản phẩm:chưa sử dụng đúng với mô tả:đúng mô tả đóng gói cẩn thận,negative
52,"đã nhận được hàng, giao hàng ok. chất lượng thẻ chờ sử dụng mới biết",positive
53,"đúng với mô tả:đúng chất lượng sản phẩm:tốt đơn hàng tốt, nhưng về thời gian giao hàng thì hơi lâu...",positive
54,chất lượng sản phẩm:sài bền cũng sài dc lâu đúng với mô tả:giống nhaaaa mà cái thẻ bự ko biết làm j vs nó,neutral
55,đúng với mô tả:đúng như mô tả độ bền chưa biết nhưng vẫn đánh giá 5 sao,positive
56,đúng với mô tả:ok chất lượng sản phẩm:chờ thời gian,positive
57,"x35 đẹp , sạch , mát , lái xe điềm đạm ngày 12/10 có mặt 6h20 đh kinh tế quốc dân đi k9 , chờ 10h30 về nhà khách k9 ngày 13/10 đón về 10h30, ck 3tr2",positive
58,chất lượng tốt giá rẻ,positive
59,ms thử lại phải chờ xíu nó mới hoạt động nha dung lượng thực tế là 998gb khá ok,positive
60,chất lượng sản phẩm:ok đúng với mô tả:đúng hàng ok giá tốt gói hàng kỹ lưỡng đúng mẫu mã và số lượng ổn trong tầm giá,positive
61,"đúng với mô tả:đúng chất lượng sản phẩm:ok giao hàng nhanh shipper nhanh nhẹn nhiệt tình, shop chọn cho hàng đẹp, nhưng tiền nào của ấy thôi, không đòi hỏi gì hơn, trải nghiệm hàng giá rẻ 1 lần, có dip ủng hộ shop lần sau .",positive
62,chất lượng sản phẩm:rất tốt đúng với mô tả:rất đúng với mô tả nhạc nghe đc rất nhiều noi chung rất tuyệt vời mọi người nên mua,positive
63,đã nhận được hàng shop giao hàng nhanh và đóng gói cẩn thận. sản phẩm chất lượng đúng như quảng cáo và giá rẻ. tặng shop 5*,positive
64,"đúng với mô tả:đẹp đóng gói cẩn thận chưa dùng nhưng giá cả và hình thức ok , dùng thử nếu tốt sẽ ủng hộ tiếp tặng shop 5☆",positive
65,chất lượng sản phẩm:chưa sd. đúng với mô tả:đúng sp đúng hình ảnh mô tả. đóng gói cẩn thận. hàng nc ngoài nhưng tg giao hàng cũng không lâu.,neutral
66,"chất lượng sản phẩm:tốt đúng với mô tả:100 % đã áp dụng cho camera, xem lại nội dung rất tuyệt vời, ...sẽ tiếp tục ủng hộ trong tương lai gần. cảm ơn shop",positive
67,"đúng với mô tả:đúng chất lượng sản phẩm:tốt đặt hàng vào giao hàng khá nhanh dù là đơn nước ngoài! đã kiểm tra dung lượng thẻ và đúng, đủ dung lượng như mô tả. chưa kiểm tra được lưu trữ và chất lượng ra sao vì phải dùng và trải qua thời gian mới biết được. vẫn đánh giá shop 5sao và khuyến khích mn nên mua nhé!",positive
68,chất lượng sản phẩm:tốt đúng với mô tả:đúng đã mua lần 2 ở shop. thẻ nhớ đủ dung lượng. tốc độ ghi và đọc thì bt. giá rẻ nên k đòi hỏi gì hơn. hàng quốc tế mà ship cũng khá nhanh! đáng giá 5*.,positive
69,"đúng với mô tả:đúng mô tả chất lượng sản phẩm:đặc tính ổn định, độ tin cậy cao. thiết kế bền, nhỏ gọn, dễ dàng mang theo và cất giữ.",positive
70,"chất lượng sản phẩm:rất tốt giao hàng rất nhanh và ₫úng hẹn,sản phẩm rất chất lượng và tốt không có gì để chê với giá tiền hợp lý cám ơn shop.",positive
71,"chất lượng sản phẩm:tốt đúng với mô tả:đúng giao hàng nhanh đóng gói cẩn thận, đã dùng rồi thấy ok, hình ảnh chỉ mang tính chất nhận xu, shipper nhiệt tình",positive
72,"chất lượng sản phẩm:chưa biết giao hàng đủ số lượng, đóng gói cẩn thận, sản phẩm còn nguyên vẹn. mua về để lắp vào camera lưu trữ dữ liệu, chưa biết rõ chất lượng sau, hàng tốt và chất lượng sẽ ủng hộ tiếp tục.",positive
73,"chất lượng sản phẩm:tốt đúng với mô tả:đúng đúng 1tb đã kiểm tra,dùng ok,còn dc tặng thêm 1 thẻ nhớ to hơn để gắn vô máy tính",positive
74,"giá quá rẻ, sản phẩm chạy mượt. lắp vào camera. giao hàng nhanh",negative
75,"giao hàng nhanh đúng như dự kiền sản phẩm giống như mô tả nhưng dùng mấy hôm đã hỏng. shop không hỗ trợ đổi,gì cả",negative
76,đúng với mô tả:256gb thẻ nhớ lúc đầu cắm vào tưởng xài được ai dè vài ngày kiểm tra ko xem đc gì cả . yêu cầu hoàn hàng mua 80k hoàn 20k thôi khỏi bỏ 80k đánh giá cho mn né cái shop này nhá bán hàng đểu,negative
77,giao hàng thì nhanh.nhưng thẻ bị lỗi k dùng dc tiền nào của nấy đúng rồi,neutral
78,đúng với mô tả:the bị lỗi chất lượng sản phẩm:tệ mua 2 cái đều bị lỗi không dùng được cái nào . thẻ lỗi mà shop cũng gửi cho khách . ít ra lỗi 1 còn 1 cái cũng phải dùng được thì còn tạm chấp nhận . đằng này lỗi cả 2 . chán quốc tế nên không hoàn hàng trả mất công,negative
79,mua 3 thẻ nhớ 4 gb nhưng chỉ được 2. một thẻ ghi bên ngoài là 4gb nhưng dung lượng thực tế là 475 mb,negative
80,rất là ẹ nhe các bạn. quảng cáo là class 10 nhưng test thử trên con cam hành trình 70 mai k nhận dc thẻ luôn. mình có video ghi lại các bạn nào có ý mua nên xem.,positive
81,nhận hàng đầy đủ. giao hàng nhanh. tuy nhiên chất lượng kém. mua 2 thẻ 4g nhưng sao chép dữ liệu vài trăm mb là chứ báo lỗi cả hai thẻ. hàng rẻ không xài được không nên mua,negative
82,"đúng với mô tả:ther bị lỗi chất lượng sản phẩm:kém giao hàng nhanh đóng gói cẩn thận mua hai thẻ lắp cam mà đều lỗi không dùng được.. buồn,",negative
83,"mua 2 cái thì 1 cái lỗi, k đọc đc, shop hỗ trợ đổi giúp",positive
84,hàng kém chất lượng mua 4 cái đều lưu vdeo được 2 ngày thẻ 32g lừa đảo thôi mọi người không nên mua. lừa đảo làm ăn bố láo mọi người không nên mua nhé,negative
85,sao thẻ mk ko dùng đc vậy. mua về phí xiền mà chả dùng đc. ko lên thẻ nhớ chán,negative
86,"đúng với mô tả:sản phẩm bị lỗi chất lượng sản phẩm:sản phẩm kém chất lượng sản phẩm có dung lượng ảo, kém chất lượng",negative
87,đúng với mô tả:sản phảm mua micro xc mà giao micro hc chất lượng không ok. không đùng được trên cảm tapo bắt định dạng mà k định dạng được.chất lượng kém kém,negative
88,"lừa đảo, mua 16gb mà thức tế có 800mb của rẻ là của ôi khuyên không nên mua",negative
89,về gắn dô cammera ko nhận,negative
90,"giao hàng nhanh. dù hàng vận chuyển từ bên tàu. đóng gói cẩn thận. giá bán rẻ hơn các shop khác 1 chút. sản phẩm nhìn mới. nhận hàng đã mấy ngày. hôm nay mới dùng, cả 4 thẻ loại 1g đều bị lỗi. k như 3 thẻ nhớ loại 2g mua trước. thất vọng!!",negative
91,mọi người đừng đọc đánh giá tốt nhiều ham của rẻ mà bị lừa nha t mua dùng chx đc 1 tháng đã hỏng shop ko giải quyết nt thì rep lâu mọi người nên cân nhắc mua nha mất hết ảnh vs video luôn lúc đầu thì dùng bth tưởng lâu dài ai ngờ nó bay hết !!!! mong cmt này sẽ nhiều người thấy đc đừng để bị lừa r gặp tình trạng như t,negative
92,"chất lượng sản phẩm:sản phẩm không tốt thẻ nhớ 256gb nhưng chỉ chép được đến tầm 170gb, chép thêm nữa thì dữ liệu mất sạch; gắn vào điện thoại làm bộ nhớ phụ cũng vậy, thẻ chạy không ổn định, máy báo fortmat lại liên tục, chụp ảnh lưu vào cũng không đọc được file, yêu cầu đổi thẻ khác cho tôi !",negative
93,"nếu bạn nào mua về với mục đích sử dụng cho camera thì m cảnh báo luôn là k sử dụng đc đâu nhé, không thể định dạng thẻ nhớ, thử đi thử lại thì dù định dạng xong thẻ nhớ vẫn k thể lưu trữ k biết lý do do đâu luôn, m đã thử với cả 3, 4 chiếc khác nhau. còn lắp đt thì thấy bt chỉ là tốc độ truyền file khá là chậm",neutral
94,lắp vào camera imou được 2 ngày thì báo hỏng thẻ.,negative
95,thẻ nhớ ok còn độ bền chưa biết,positive
96,đúng với mô tả:ok chất lượng sản phẩm:ok,positive
97,thẻ nhớ ko định dạng được . mọi người mua lên lưu ý lựa chọn cho đúng ............,positive
98,hồi đầu có mua shop này cái thẻ 2gb . giờ mua lại nhưng gắn vào máy thì bị lỗi . nhắn tin thì không phản hồi lại 😰 . thực sự thất vọng,negative
99,thẻ nhớ bị lỗi. lắp vào dùng đc 1-2 ngày sang ngày thứ 3 hiển thị lỗi thẻ nhớ k thể lưu trữ.,negative
100,mua sài đc mấy ngày hư rồi bạn ơi,negative
101,đúng với mô tả:k dung dc,neutral
102,ko nên mua.bỏ vào chưa dc 1 ngày hỏng,negative
103,chất lượng sản phẩm:bad đúng với mô tả:error giao hàng lâu quá,negative
104,hàng kém chất lượng,negative
105,mua về để chép nhạc gắm vào loa dùng nhưng ko dùng đc mọi người ạ,negative
106,chất lượng sản phẩm:tốt đúng với mô tả:đúng có điều là mình không biết cái thẻ to nhất để làm gì thôi chứ còn lại là oke hết nha 😊,positive
107,chất lượng sản phẩm:k rõ,neutral
108,chất lượng sản phẩm:chưa sài đúng với mô tả:ùm sao có 500gb mà tui mua 512gb,negative
109,thẻ dùng được nhưng dùng 1 thời gian thì mình bị lỗi 1 số file nha. thẻ có vấn đề. bài học kinh nghiệm xương máu. mấy đồ này bạn nào phân vân thì nên mua thẻ ở vn cửa hàng uy tín.,neutral
110,"chất lượng sản phẩm:bình thường mua cho vợ để gắn vào đài nghe tiếng anh, chất lượng chưa biết nhưng hình thức đầy đủ phụ kiện đi kèm. hy vọng chất lượng ổn..",positive
111,chất lượng sản phẩm:hang ok thank you shop see you again,positive
112,đúng với mô tả:ko chất lượng sản phẩm:sản phẩm tệ ko tốt gb ảo,negative
113,"dung lượng thì hiện đúng nhưng ko phải là thẻ nhớ class10 mà là thẻ nhớ tốc độ thấp, mọi người nên cân nhắc trước khi mua",negative
114,"thẻ lúc lưu được lúc k,toàn phải khỏi sống lại camera thui ak",positive
115,mk đặt thẻ nhơ 1tb sao dc 256 gb vay,negative
116,gan vao camera ezviz ko dùng được. phi tiền nhé mọi người,negative
117,chất lượng sản phẩm:tệ hình ảnh minh họa thôi chất lượng tệ nha mình sơ xuất là khui xong quăng luôn cái vỏ gắn dô xài k đc thoi quăng luôn từ bỏ,negative
118,vừa lắp vào gopro quay chưa được 1p cháy thẻ nhớ,negative
119,thẻ ghi 256g thực lên máy chỉ có 128g,negative
120,"giao hàng nhanh, hàng nhận giống với hàng đặt, không biết chất lượng như nào thôi, giờ mình sẽ dùng thử luôn",positive
121,"đúng với mô tả:đúng mô tả chưa sử dụng nên k biết thế nào, nhưng thấy gói hàng kỹ.",negative
122,chất lượng sản phẩm:chưa kiểm tra kỹ nhưng dùng được tạm thời dùng tốt qua thời gian xem dung lượng đúng như quảng cáo sẽ ủng hộ tiếp tục,positive
123,"đúng với mô tả:dung mo ta đóng gói cẩn thận, chưa dùng nên chưa biết chất lượng thế nào",positive
124,"đúng với mô tả:đúng với mô tả chất lượng sản phẩm:ổn nhận hàng hơi lâu shop nha, đóng gói cẩn thận, mọi người nên mua, mh mua coppy bài hát vào loa mi ni.. sản phẩm tốt..video mang tính chất nhận xu thôi nhé..",positive
125,"giao đủ hàng. thẻ mới. mới dùng nên chưa biết bền k. mong là ổn, đừng nhanh hư quá.",neutral
126,chất lượng sản phẩm:tốt đúng với mô tả:đúng sản phẩm tốt nha mà giá hơi cao mua cái thẻ thôi mà cót hết cả rọtt,positive
127,đúng với mô tả:yes chất lượng sản phẩm:ok cho tới giờ mọi thứ vẫn ổn,positive
128,đúng với mô tả:bình thường dùng ổn< mua 8g nhưng về còn có 7g nên tạm đánh giá 4 sao,positive
129,đúng với mô tả:đúng chất lượng sản phẩm:chưa sd nên chưa bt nhé,neutral
130,"đúng với mô tả:ok chất lượng sản phẩm:chưa dùng hàng nước ngoài giao nhanh hơn dự kiến. chưa dùng lên chưa đánh giá, mong shop lúc nào hàng cũng chất lượng. hình ảnh mang tính chất nhận xu",positive
131,"đúng với mô tả:đúng như mô tả chất lượng sản phẩm:hiện tại dùng ok bộ nhơ lơn mà rẻ, dùng đang ổn là đc",positive
132,đúng với mô tả:ok 2222222223222333333333334457777777&,positive
133,nhân hàng. dung ko biết có bền ko,neutral
134,"đúng mẫu, giao nhanh, chất lượng đánh giá sau",positive
135,đúng với mô tả:đúng chất lượng sản phẩm:ok đóng gói cẩn thận. rất ok .sẽ ủng hộ lần sau.chưa sài nên không biết thế nào .nhưng giao hàng giống như mô tả.,positive
136,đúng với mô tả:hàng đúng quảng cáo chất lượng sản phẩm:ktra ban đầu tốt hàng đẹp. ủng hộ shop 5sao. sẽ đánh giá tiếp.giá cả hợp lý.,positive
137,"chất lượng sản phẩm:tốt đúng với mô tả:đúng shop đóng gói cẩn thận,giá rẻ mà ko bjk chất lượng thế nào ,sài ok thì sẽ mua thêm ạ",positive
138,"chất lượng sản phẩm:tốt đúng với mô tả:đúng hàng quốc tế nhưng giao cũng không quá lâu, giá cả hợp lí, đã tải nhạc mp3 để nghe đài thấy ok không bị lỗi",positive
139,chất lượng sản phẩm:nhìn thấy đúng với giới thiệu sản phẩm. chất lượng đánh giá sau. đúng với mô tả:đúng với mô tả giới thiệu sản phẩm shop đóng gói cẩn thận. tặng shop hẳn 10 nhé.,positive
140,đúng với mô tả:ok chất lượng sản phẩm:chưa biết đã nhận đc hàng sớm hơn dự kiến. hàng mẫu mã giống với qc. chất lượng thế nào sd mới biết. cảm ơn và tặng shop 5*,positive
141,"nhận hàng là đã thấy xịn sò. shop tặng cho cả que chọc sim và adapter cắm máy tính ship nhanh, tư vấn khách nhiệt tình. nên mua ạ",positive
142,"shop đóng gói cẩn thận, giá lại rẻ. mk chưa dùng nên ko biết thẻ có dùng được lâu không, nhưng giá như vậy thì mk ưng lắm nha shop",positive
143,đúng với mô tả:đúng chất lượng sản phẩm:đúng tốt giao hàng nhanh đóng gói cẩ thận mua lần hai rồi sẽ ủng hộ shop ship giao nhanh đẹp nét shop uy tín dủdung lượng,positive
144,"đúng với mô tả:tot chất lượng sản phẩm:tot sản phẩm rất chất lượng, đáng giá với giá tiền. giao hàng nhanh chóng và đóng gói sản phẩm cẩn thận. chất lượng sản phẩm vượt xa mong đợi của tôi, rất hài lòng. sản phẩm đáng mua, đáng bỏ tiền. hình ảnh và mô tả sản phẩm chính xác, hài lòng hơn mong đợi.",positive
145,"đã nhận được sản phẩm, shop đóng hàng có tâm, cẩn thận và bảo đảm, hàng chuẩn như quảng cáo, chất lượng thì chưa sử dụng nên chưa thể đánh giá được, nhìn tổng thể là thấy shop làm ăn uy tín khâu đóng hàng là thấy ok rồi. tặng kèm que chọc sim nữa, hàng chất lượng sẽ quay lại ủng hộ",positive
146,"đúng với mô tả:sản phẩm đúng mô tả chất lượng sản phẩm:sản phẩm tốt chất lượng sản phẩm tốt, chép dữ liệu ok, shop có tặng kèm adapter để chép thẻ nữa, rất hài lòng với sản phẩm",positive
147,thẻ nhớ đặt tận trung quốc nhưng mà giao rất nhanh. khi nhận hàng còn có cả áo thẻ và đầu trọc trẻ. đóng gói cẩn thận giao hàng nhanh mình rất hài lòng. sẽ tiếp tục ủng hộ shop,positive
148,"chất lượng sản phẩm:đúng mô tả đúng với mô tả:đúng mô tả shop giao hàng nhanh, sản phẩm giống quảng cáo, shipre thân thiện nhiệt tình, chất lượng chưa dùng nên chưa biết như nào",negative
149,"chất lượng sản phẩm:sản phẩm như đơn hàng, giao hàng nhanh, đóng gói kỹ, chất lượng chưa dùng nên chưa biết, tạm cho 5 sao",positive
150,"tính năng nổi bật:ko ổn lắm chất lượng sản phẩm:mềm dẻo, màu dễ thương phần ốp ở thân làm ngược hay sao ấy, khó cho vô quá",negative
151,"cp value: không tốt chất lượng: ok thật bất tiện khi lắp đặt, đặc biệt là thân máy ... tôi sợ làm hỏng cổ ống kính! vì máy bay sẽ bị nóng sau khi sử dụng, nên việc đặt vỏ bọc sẽ không thể tản nhiệt được! nếu bạn đeo một tấm bảo vệ ... vỏ bảo vệ ban đầu sẽ không thể bỏ được vì vậy, vỏ bảo vệ và vỏ bảo vệ chỉ có một lựa chọn!",negative
152,chất lượng kém,negative
153,"sản phẩm chỉ tệ hơn khi bảo vệ máy ảnh, đã trở lại miếng bảo vệ dji ban đầu",negative
154,"chất lượng: không tốt, không mua xuất hiện: vết rách",negative
155,ok nmn,positive
156,"chất lượng sản phẩm: ok nếu bạn sử dụng trường hợp này, bạn phải từ bỏ trường hợp cứng. tôi thích sử dụng vỏ cứng để bảo vệ mà nó cung cấp, đặc biệt là phần gombal.",neutral
157,sản phẩm đẹp nhưng nắp ở phần giữa khó lắp. tôi vẫn thích vỏ có trong combo người tạo hơn nhưng bạn vẫn có thể sử dụng các phụ kiện khác để bảo vệ túi osmo 3 của mình,neutral
158,chất lượng sản phẩm: tốt giá trị đồng tiền: 5/5 nhựa đã bị xé. 🥺 nhưng sản phẩm đã hoàn thành.,positive
159,tại sao sản phẩm đến chỉ có vật liệu và thiết bị tại sao nó không có máy ảnh và micrô?,negative
160,giá trị đồng tiền: ok tính năng tốt nhất: ok chất lượng sản phẩm: ok ang thách thức dito pano mo sya ipapasok ng ở masisira ang gimbal. lol,positive
161,chất lượng sản phẩm: khó mặc vào,neutral
162,"sản phẩm đẹp, nhân viên nhiệt tình, shop giao nhanh mà giá thành hợp lý",positive
163,"hơi khó , nên làm thêm khay đựng kính góc rộng",neutral
164,"vừa vặn , giá hợp lý",positive
165,"quality: good appearance: good it's a rubber, it helps prevent scratches. but strong shockproof, it may not fall. overall, it's ok. i think it's worth the price. a film is included. i think it's ok.",positive
166,chất lượng là tốt và giao hàng là nhanh chóng nói chung xem xét mua hàng tốt!,positive
167,"xuất hiện: tốt chất lượng: chỉ sản phẩm lên bìa tốt, màu đẹp, nhưng bí mật khó đeo vào sợ đầu bi sẽ bị gãy. nhưng nhìn chung là tốt, sau khi tôi đặt mọi thứ vào, nó rất phù hợp, cửa hàng gửi nhanh trong một thời gian.",positive
168,"chờ không lâu, khoảng 7-10 ngày, giá chỉ một trăm thôi. đó là một món mềm sirikon. kinmark đã tốt. nhưng không chống va đập. hãy cẩn thận, đừng làm rơi nó.",positive
169,nó được coi là một giao hàng nhanh chóng từ trung quốc. bạn có thể chờ đợi.,positive
170,"tôi xin lỗi, tôi sẽ, tôi sẽ, tôi sẽ, tôi sẽ, tôi sẽ làm tất cả, tôi sẽ làm tất cả, tôi sẽ làm tất cả và tất cả chúng, tôi sẽ làm cho tất cả và tất cả chúng đều hoàn thành, tôi sẽ làm cho một bản win, một điều trị, một điều trị tốt nhất là một buổi biểu diễn.",positive
171,không thuận tiện để che dji có thể gây trầy xước,negative
172,chất lượng sản phẩm: tốt (các) tính năng tốt nhất: tốt giá trị đồng tiền: có chất liệu và chất lượng rất tốt. giá rẻ hơn các cửa hàng khác,positive
173,thích màu sắc. hữu ích. hy vọng rằng nó sẽ kéo dài một khoảng thời gian khá. cảm ơn sa shop và shopee vì đã mua sắm không phức tạp. đóng gói tốt và giao hàng đúng thời gian.,positive
174,"maayus naman, sakto yng size nya mặc dù maluwag ung silicon cho màn hình nahuhulog. pero ung sa body at sa camera same okay naman. tama lang cho giá cả. chống trượt nadn sya",positive
175,"tính năng nổi bật:vua. gan chac tay giao hàng qt nhưng nhanh. ốp vừa ,đẹp , khớp với máy! mua về mua thêm cái túi khác:):)",positive
176,"màu xinh, giao hàng nhanh. sẽ ủng hộ thêm sau. cảm ơn shop nhiều",positive
177,dùng bọc cho mic và pin okela lắm nhé. vừa xinh cầm đỡ bị hut tay :))) giao hàng tốc độ.,positive
178,"chất lượng sản phẩm:rất tốt tính năng nổi bật:ốp silicon pocket 3 mình rất mê cái màu này ạ, vừa với máy pocket 3,",positive
179,"hàng giống ảnh, chất lượng tuyệt vời không có gì bàn cãi, gói hàng cần thận ( hình ảnh video chỉ mang tính chất nhận xu)",positive
180,cho pocket3 vào rất khó mình phải cắt phía trên ra. và hơn thế ko bảo vệ đc nhiều. các bạn nên mua case nó an toàn hơn.,positive
181,chất lượng sản phẩm:xinh,positive
182,ôi xinh quãi đạn ấy. thích lắmmm cảm ưn shop nha,positive
183,vỏ xinh qoãii đạnn💓🥹,positive
