,comment,label
19,"chất lượng sản phẩm:vải mỏng. rất mỏng. thấp, nhỏ hơn nhiều so vs mình nghĩ. vs tầm tiền thì tạm ổn",neutral
20,"vải bình thường, k dày, lều kiều phi nhưng sao mình nhận thì k thấy in tên hãng. chất vải hơi mỏng k biết dùng đc lâu k, lần sau sẽ thử mua của bên khác về để so sánh thử.",negative
21,giao hàng chậm,negative
22,ok,positive
23,"chất lượng sản phẩm:bình thường cũng tạm được , mn muốn mua thì xem ảnh mình đăng là biết, lều tuy ko đẹp như mong muốn nhưng phù hợp với giá tiền",positive
24,"chất lượng sản phẩm:phai dung moi biet đúng với mô tả:minh thay hoi mong có vài lỗ liti, k biết bền k chứ đây là lần đầu trải nghiệm, mua theo đánh giá. mình thấy vải chứ k phải dù dày như loại mình đã dùng",negative
25,"chất lượng sản phẩm:ok đúng với mô tả:ok giao hàng đủ số lượng, shop uy tín, shipper nhiệt tình vui vẻ",positive
26,lều xông hơi màu ngẫu nhiên đúng như quảng cáo chất liệu nylong ko quá dày giao hàng nhanh chưa sử dụng chưa đánh giá được chất lượng sản phẩm đánh giá sau,negative
27,lều rộng rãi nhưng mà vải nilon hơi mỏng. với giá này thì khá là ok 👍,positive
28,chất lượng sản phẩm:tam tam vai. hơi mỏng so với mình xem trong hình ảnh dùng tạm vài bữa xem ntn. người lớn dùng hơi nhỏ ạ xông cho em bé nhỏ thì ok,neutral
29,đúng với mô tả:ok chất lượng sản phẩm:tạm khung hơi lỏng lẻo có thể uốn cong vải dù mỏng màu tối khi dựng lên ko đc chắc chắn khá lỏng lẻo đúng kích thước giao đúng tgian giá cả tạm chấp nhận,neutral
30,"chất liệu dù, vải mỏng, tiền nào của đó thôi, phù hợp vs giá tiền",positive
31,"dặn shop lấy cái màu khác rồi mà k dk 😢, lều giống hình, nhìn cũng chắc chắn",neutral
32,0 shop giao hàng nhanh chưa dùng nên chưa biết chất lượng sản phẩm như thế nào,neutral
33,"chất lượng sản phẩm:lều vải mỏng, nhiều chỗ còn may liền vô luôn phải cắt đi đúng với mô tả:đúng đầu tư thêm cái máy xông hơi mini ngồi chill thật sự, vải tuy mỏng nhưng ko bị thoát hơi, xông đã đời luôn, tuy nhiên độ hoàn thiện ko cao lắm, lỗi vài chỗ",neutral
34,hơi khó gấp lại. với giá như vậy thì thấy cũng oki. vải dù mát mẻ,positive
35,shop giao đúng mầu. vải cũng bình thường k dầy. nói chung tương đối,neutral
36,mới nhận hàng. đóng gói thì cũng tạm được. đặt loại cao cấp nhưng mình chưa xem có pải ko. khung tròn để dùng rồi đánh giá chi tiết sau. tạm 4*,neutral
37,chất lượng sản phẩm:vải mong đã nhận được hàng. mải e bận zui,negative
38,đúng với mô tả:sản phẩm đúng với mô tả chất lượng sản phẩm:chất lượng sản phẩm tốt lều rất ok so với giá tiền . khoá kéo 2 chiều tiện lợi . vải dày dặn . nói chung rất đáng mua . giận ck ra ngủ riêng được luôn . hihi,positive
39,lười lôi ra quá. thôi chụp sương sương nha. ncl dùng ok ko có vde gì sip cũng nhanh mình mua về xông thải độc. cũng to kkk,neutral
40,đúng với mô tả:dung mo ta chất lượng sản phẩm:tốt hàng cảm thấy rất ok nha. to rộng rãi lắm 1 mình 1 nồi xông thì vô tư. kín nữa. khoá kéo thì có cả đồ nắm kéo bên trong nên dễ dàng sử dụng. rất ổn,positive
41,"chất lượng sản phẩm:rat ok đúng với mô tả:y nhu hình sản phẩm duoc đóng gói cẩn thận. giao hàng nhanh hơn mong đợi,, lều chắc chắn,,nen mua shop này nha mọi nguời,,",positive
42,đúng với mô tả:đúng mô tả tiện dễ sử dụng nói chung nên mua về cả nhà đều dùng đc nhà mn chất lượng hơn so với giá tiền đấy ạ,positive
43,nhận được hàng cảm thấy rất ưng ý . màu ngẫu nhiên nhưng nhận được màu này thích vì màu này sạch sẽ . với giá săn 107k thì với cá nhân mình là vừa túi tiền - rẻ - đẹp - tiện .,positive
44,đúng với mô tả:ok chất lượng sản phẩm:tốt chịu nha shop! màu đẹp kiểu dáng như ý! săn được giá cũng mềm mà chất lượng không “mềm” nha! 10đ không có nhưng 🥰🥰🥰,positive
45,"đúng với mô tả:ok chất lượng sản phẩm:tốt giá thành rẻ, chất lượng tốt, màu sắc đẹp, vải ổn . lều xông hơi sau sinh hoặc khi mệt mỏi chui vào xông, hay làm lều nhà đồ chơi cho bé đều được. 10 điểm.",positive
46,mới nhận sản phẩm mở ra thấy ok lắm. vải dù không thấm nước. ngồi rộng thoải mái. giao hàng và đóng gói cũng khá ổn.,positive
47,đúng với mô tả:đúng chất lượng sản phẩm:tốt mua lâu rồi đúng mới đánh giá chất liệu tốt rễ sử dụng phù hợp với tất cả mọi người mùa đông này thi thoảng xông hơi cũng rất tốt shop đóng gói cẩn thận giao hàng nhanh chóng,positive
48,"đúng với mô tả:đúng chất lượng sản phẩm:oke 5 ngày mới nhận được lều. lều dày dặn, khoá kéo ok, chưa xông nên chưa biết có ổn áp k",positive
49,"đúng với mô tả:đúng chất lượng sản phẩm:phù hợp với $ lều gấp gọn được , bung ra cũng to , shop trả lời nhiệt tình , giao hàng nhanh , màu giao ngẫu nhiên",positive
50,chất lượng sản phẩm:liều xông cao cấp đúng với mô tả:đúng với miêu tả shop đóng gói cẩn thận.ship hàng nhanh.đúng với miêu tả.chất dày dặng,positive
51,chất lượng sản phẩm:tốt đúng với mô tả:đúng lều dùng tốt ạ. vải mỏng nhưng rất chất lượng .shop đóng gói kỹ lưỡng giao hàng nhanh chóng. mình cám ơn shop nhiều ạ.,positive
52,"đúng với mô tả:đúng với mô tả chất lượng sản phẩm:hàng đẹp hàng đẹp, xin xò, hàng chất lượng sẽ ủng tiếp khi cần mua",positive
53,"đóng gói sơ xài quá, làm trầy gọng sắt, còn bị tét miếng kê gọng nữa",negative
54,"sản phẩm ok chất lượng tạm được chưa sd nên chưa biết, sẽ quay lại đánh giá sao",neutral
55,"chất lượng sản phẩm:đóng gói sơ sài, vận chuyển bị vỡ mất cái này",negative
56,hàng đúng gới hình nhưng khâu đings gói thì ko có hộp mà shop đóng luôn cho cái bao tải 🥲,neutral
57,nói chung thì cũng tạm ổn so với số tiền cũng không mong chờ gì nhiều . đóng gói cẩn thận dễ dàng lắp,positive
58,vận chuyển và đóng hàng siêu chán luôn ạ về bị xước và bẩn nhiều chỗ. nhưng vs mức giá như này tạm chấp nhận đc,positive
59,sản phẩm dùng ok nhưng đặt hàng shop giao chậm nên 4 sao thôi. còn lại ok,positive
60,"vẫn chưa lắp với dùng thử nên chưa biết đánh giá thế nào, nhưng thấy rẻ hơn những chỗ khác",positive
61,chất lượng sản phẩm:ok chất lượng tốt hàng chất lượng tốt shipper vui vẻ nhiệt tình có cơ hội sẽ mua lan sau nữa nkdkdidkdzuzuuz,positive
62,chất lượng tuyệt zời ạ ship nhanh đặt hôm trước hôm sau có sản phẩm rất tuyệt vời,positive
63,giao nhanh chất lượng tốt sẽ ủng hộ tiếp ảnh và video mang tính chất nhận xu 💓💓💓,positive
64,"chất lượng sản phẩm:sản phẩm ok như hình, mỗi cái khoản đóng gói nhìn chán quá, may k xước. thôi thì nó rẻ hơn các sho khác😅",neutral
65,ghế nhún chắc chắn. giao hàng nhanh chóng. bé nằm chơi cũng an tâm,positive
66,"chất lượng sản phẩm:ok ship hàng nhanh , ghế chắc chắn , giá rẻ hơn chỗ khác , gói hàng hơi ẩu nhưng ship về hàng còn nguyên vẹn",positive
67,"shop đóng gói và giao hàng nhanh, chất lượng sản phẩm phù hợp giá tiền, mỗi tội về con em vẫn chưa chịu hợp tác, nằm được tí xíu là hét, cái thanh đồ chơi ngắn quá, lắp vào sát với với tầm nhìn của bé, nên cao hơn để bé dễ nhìn hơn",positive
68,"chất lượng sản phẩm:tốt đóng gói hàng chắc chắn, ko bị vỡ, ghế chắc chắn nhưng bé nhà mình không thích lắm hic",positive
69,"chất lượng sản phẩm:ok hàng giá tốt nhất shopee. nhận hàng ưng. chắc chắn rễ dùng bé rất hợp tác chịu nằm chơi lâu mẹ nhàn hẳn. biết thế mua lâu rồi, cho shop 5 sao.",positive
70,chất lượng sản phẩm:tot bea nhà mình rất thích hợp với nhau mà sống cho con đi làm chi mô chi tiết,positive
71,ghế rất đẹp rất hài lòng với sản phẩm của shop.mọi người nên mua.rất phù hợp với các bé,positive
72,chất lượng sản phẩm:ok k cần phải nói trên cả toẹt vời rùi. chắc giá rẻ nhất thị trường r. nên mua,positive
73,"trẻ sinh mổ có hệ vi sinh mất cân bằng. miễn dịch kém hơn so với trẻ sinh thường, hay mắc bệnh synbiotic dinh dưỡng được chứng minh lâm sàng cho trẻ sinh mổ với synbiotic hỗ trợ hệ miễn dịch từ sớm hàm lượng cao dha giúp bé thông minh sữa bột aptamil profutura cesarbiotik new zealand số 1 chính hãng 380 g cho bé 0-12 tháng aptamil - synbiotic độc quyền hỗ trợ miễn dịch dành cho trẻ sinh mổ & sinh thường khỏe mạnh giàu canxi, vitamin d giúp răng và xương chắc khoẻ sữa mát & vị nhạt, thơm, dễ uống sữa aptamil số 1 là sản phẩm dinh dưỡng dành riêng cho bé từ 0 - 12 tháng tuổi. được sản xuất theo công nghệ hiện đại của new zealand và được chứng minh lâm sàng về tính hiệu quả và an toàn, sữa aptamil số 1 nhất định sẽ là sự lựa chọn phù hợp mà ba mẹ nên cho bé từ 0 - 12 tháng tuổi sử dụng. nuna baby mời ba mẹ tham khảo thêm thông tin chi tiết về sản phẩm này trong phần nội dung dưới đây. - ưu điểm nổi bật. thuộc tập đoàn dinh dưỡng hàng đầu châu âu - danone. có công thức synbiotic độc quyền kết hợp probiotic b.breve m-16v và prebiotics scgos: lcfos (9:1);. chứa canxi, vitamin k1 và vitamin d3. bổ sung dha chiết xuất từ tự nhiên. chứa đến 22 loại vitamin và khoáng chất thiết yếu.. trải qua quá trình sản xuất và kiểm định chất lượng nghiêm ngặt bởi các chuyên gia và tổ chức uy tín hàng đầu thế giới. - nhập khẩu từ: new zealand - hsd: 24 tháng",positive
74,ghế tốt em ái be nam rat thich. shop giao nhanh. mau sac dep sang trong,positive
75,"da mặt trước và sau khi của mình sau khi dùng kem dưỡng ẩm có sự thay đổi rõ rệt. da trở nên ẩm mướt, mềm mịn, không còn khô ráp, bong tróc như trước nữa. mùi kem thơm nhẹ, chất kem dạng gel mỏng nhẹ, thoa đến đâu mát dịu đến đó luôn. 5 sao cho sản phẩm và shop.",positive
76,"sản phẩm như hình pin sạt đầy dùng được 5 phút, không hiểu sao các bạn có thể đánh giá 5* được. các bạn mua sau xem hỏi kĩ shop lại thông tin.",positive
77,"ko tốt nha mấy mom, sạc đầypin để 1 ngày k dùng cũg hết,",negative
78,"mua về sạc ko vào điện,hết pin nhanh,hàng lỗi shop ko hoàn tiền cũng ko đổi sản phẩm khác",negative
79,"chất lượng sản phẩm:không hoạt động điều khiển hỏng, ko dùng đc",negative
80,lỗi k hoạt động dc hàng nhận k còn dc nguyên vẹn bị rách tơi tả,negative
81,"mua về vứt xó . ru ngủ mà tiếng kêu cót két làm e bé k ngủ đc , vỗ nấc nhỏ nhất vẫn mạnh",negative
82,sạc đầy để qua 1 đêm không sử dụng mà cũng hết pin,negative
83,"tốn tiền, mua loại có motor mà mới sử dụng được 2 lần là hư.",negative
84,"sản phẩm chán. về mới bóc ra đã k hoạt động luôn r. tưởng hết điện nên cắm sạc. thấy hiện đèn màu đỏ nhưng sau 1p tắt màu đèn đỏ, tưởng đầy nhanh, thế là rút điện ra thử bật cũng k chạy. 😂 hàng mua về chưa dùng đã hỏng. thất vọng thật sự. mình lại không ở vn. đen vậy",negative
85,hàng quá tệ xạc đầy sử dụng mức nhỏ nhất cũng chỉ đc 15p . trả hàng thì ship ko tới lấy. ko nên mua,negative
86,máy kêu rất to và cực kì nhanh hết điện nha . đập dc 1 lúc là kêu cót két như máy cày ngoài ruộng,negative
87,"xài được vài bữa thì kêu to , ồn lắm nha",negative
88,"không xài được, sạt xong mở ko lên",negative
89,sp kem k xài dc,neutral
90,hang đểu k sd dc,negative
91,"xài đc 2 3 ngày thì kêu to, hoạt động ko đúng với những gì mình mong muốn. tay vỗ ru đc 15 20p . mà tay để vỗ ru ngủ nhưg kêu kiểu gọi bé dậy. chê",negative
92,"vỗ đc ngày đầu , sang ngày t2 bật lên n cứ kêu kẹt kẹt khó chịu lắm mua cho vui thôi",neutral
93,phí tiền,negative
94,quá nhanh hết pin.,positive
95,ồn mà ko hiệu quả.,negative
96,chất lượng sản phẩm:tốt mới mua..cho bé sài ok lắm. . bé ngủ ngon hơn,positive
97,sản phẩm hình thức thì đẹp… nhưng thấy cực phí tiền khi mua… bin gì mà chưa dùng đã hết… công xạc cũng bực,negative
98,sản phẩm giống minh hoạ nhưng mau hết pin phải sạc nhiều lần. chưa hài lòng,negative
99,gang tay lúc nhận thì chắc tay nhưng mình dùng mới khoảng gần 1tháng đã có dấu hiệu hỏng yếu với giá này thì mình thấy hỏng hơi sớm mọi người nên xem xét,negative
100,"giao nhầm màu, đặt xanh cho bé trai nhận được màu hồng.",negative
101,shop đã hỗ trợ nhiệt tình. tuy nhiên lần thứ 2 sp vẫn lỗi ko sử dụng được. sự nhiệt tình vô ích,neutral
102,"con thích, nhanh hết pin, tự động ngắt, k vỗ con dậy:)) chán kb làm nào",neutral
103,"đẹp ,mà sài tý hết pin ko biết phải làm sao . sài chắc dc 3phút",positive
104,giao hàng nhanh sp như mô tả hiện tại chưa dùng nên k bk có hữu dụng vs bé nhà mình hay k,neutral
105,"màu sắc dễ thương, shop gói hàng ko kỹ, hộp bị rách bung ra, test thử thấy sản phẩm dùng được",neutral
106,"sản phẩm phát ra tiếng ồn khá to, giao hàng đúng hẹn. dịch vụ khá ổn",positive
107,tệ sài dc 1tuần thj hỏng. máy thi sài 30p là het pin.,negative
108,hoạt động tốt nhưng có tiếng nên bé dễ bị tỉnh giấc nên ko dùng đc với các bé nhạy cảm với tiếng ồn,neutral
109,"hàng giao hơi lâu, nhưng sp dễ sử dụng!",positive
110,"theo mình thấy thì lực nhịp của bàn tay hơi yếu, ko biết dùng lâu dài tốt không nữa 🙂",neutral
111,chất lượng sản phẩm:đã hư mới mua về đã hư chưa sử dụng đã hư,negative
112,hình ảnh chỉ mang tính chất minh hoạ. chưa sử dụng nên chưa biết chất lượng ntn,neutral
113,sài ok nhưng điểm trừ là pin sài nhanh hết,positive
114,gặp chút vấn đề nhưng shop trả lời tn giúp mình giải quyết vấn đề. nên cũng tạm tạm,neutral
115,sản phẩm rất đẹp có điều hơi to và nặng so với bạn nhỏ ￼ giao hàng hơi chậm ￼,positive
116,chất lượng sản phẩm:chưa biết yếu lắm luôn. chán kg muốn nói .,negative
117,"chất lượng sản phẩm:ok dễ thương, dày dặn. có điều nhanh hết pin, bật liên tục tầm 2 tiếng là hết, pin trâu hơn thì tuyệt vời. cho shop 4 sao !",positive
118,hàng đúng với mô tả vải khá mềm.mỗi tội tiếng mô tơ khi hoạt động hơi lớn,neutral
119,"shop ở nước ngoài, n đóng hàng và giao hàng nhanh. tay xinh, hoạt động tốt ạ. n chưa dùng lâu nên k biết đc bao lâu. nhắn hỏi thì shop bảo được tầm 2 tiếng.",positive
120,"chất lượng sản phẩm:tot giao hàng nhanh, chất lượng tạm hài lòng với số tiền, sẽ ủng hộ shop những lần sau nữa, sẽ đánh giá thêm sau sử dụng",positive
121,sản phẩm y mẫu quảng cáo đẹp. có 3 tốc độ vỗ. gói hàng đẹp. khi con ngủ yên thì mới dùng được chứ con mình đang quấy cũng ko có tác dụng gì nhưng đáng mua để khi con bớt quấy chắc có công dụng,neutral
122,"chất lượng sản phẩm:tốt giúp em bé ngủ ngon hơn, hạn chế giật mình khi ngủ, dễ ru em ngủ hơn, giảm mệt mỏi cho mẹ",positive
123,"shop giao hàng nhanh, đóng gói kĩ, bàn tay ổn nha, bé mình ngủ ngon mình dễ làm công việc khác, giá rẻ hơn shop khác, nên mua nhen mình có người nhà đem về tặng phấn mắt & son, mascara của lancôme, unique, mình pass rẻ chỉ 95k đổ về thui, b nào có nhu cầu ghé shopee mình xem nhé !",positive
124,nhìn cưng nha. dễ sử dụng nữa. nên mua. giá săn sale quá ổn áp... nào chuẩn bị sinh lại làm thêm cái nữa 🤭,positive
125,"sp siêu chất lượng lun ạ, vải mịn nặng tay hoạt động tốt lắm, e bé mình ngủ ngon nhờ cái này",positive
126,"bàn tay vỗ mông cho bé này rất hợp lý. mình thử thì có điều chỉnh được biên độ vỗ. cái phần động cơ này tách riêng ra được, dễ vệ sinh giặt giũ.",neutral
127,"cũng được, tự mình test thấy cũng hay ho, cũng ổn, mua để sau này dỗ con ngủ chơi chơi chắc cũng ổn, cắm sạc điện không biết dùng được bao lâu nữa, giá cũng rẻ",positive
128,chất lượng sản phẩm:nặng tay chất lượng 10đ giao hàng quốc tế mà rất nhanh nha.hàng đẹp xinh nên mua nha mn.có nút điều khiển rất tiện luôn.hhhhhh,positive
129,"chất lượng sản phẩm:tot giao hàng nhanh, đúng màu đúng mẫu. mong là embe sẽ hợp tác",positive
130,"sản phẩm [tên sản phẩm] đã đáp ứng hoàn toàn kỳ vọng của tôi! chất lượng sản phẩm rất tốt, đúng như mô tả. [mô tả chi tiết về chất lượng sản phẩm: ví dụ: vải mềm mịn, màu sắc tươi sáng, kích thước vừa vặn...] tôi rất hài lòng với sản phẩm này và tôi sẽ giới thiệu nó cho bạn bè và gia đình.",positive
131,"chất lượng sản phẩm:ok mua về vỗ về, trấn an bé ok lắm mn ơi. nên mua nha. sp sạc lâu và nhanh hết pin thui. nên mua loại có điều khiển vì khoảng 15p sẽ tự động tắt nên ngồi xa cũng bấm được cho con",positive
132,chất lượng sản phẩm:tốt thấy cũng vui vui. ko biết có tác dụng ko nữa. chờ sinh rồi sử dụng xem thế nào. cảm quan nhìn nó hơi bé. chắc ko dùng được lâu. shop đóng gói cẩn thận. quốc tế nên có phần hơi lâu. shop hướng dẫn kỹ cách sử dụng. nói chung sau khi dùng mới đánh giá được chất lượng sản phẩm ạ,neutral
133,"chất lượng sản phẩm:tốt giao hàng nhanh, bàn tay gấu mềm mịn, hoạ tiết dễ thương, trộm vía con mình hợp tác lắm, mới vỗ vài cái đã lim lim mắt ngủ r, đỡ mỏi tay biết bao nhiêu, có chế độ tự ngắt nghỉ, tuy nhiên cũng nhanh hết pin, hy vọng shop đổi loại nào lâu pin hơn để em mua đợt sau🥰❤️",positive
134,shipper làm mất hàng mặc dù mình đã trả tiền trước nên không thể làm gì được,negative
135,mình đặt 2 bộ giao 1 bộ gọi lại hứa hôm này đến hôm khác giao nốt cho mk bộ kia xong bắn trả tiền mk rồi nhưng mk.bảo mk lấy hàng hẹn sẽ giao mà 3 4 hôm rồi k thấy gì. shop làm ăn chán lắm. giao thiếu gối nữa,negative
136,k co gối đầu .giá lại cao xấu. treo thịt dê bán thịt chó..... sản phẩm kém,negative
137,shipper làm biếng giao hàng không bước xuống xe nổi,negative
138,chất lượng sản phẩm:ok giao hàng nhanh đúng với sản phẩm chua dùng nên không biết thế nào đánh giá sau,positive
139,shop giao thiếu đồ,negative
140,phần lưới nằm ở phần lưng bị nhùng .bé nằm bị gập cổ,negative
141,đẹp mà cái đồ chơi bị gãy chấu :(,neutral
142,"chất lượng sản phẩm:ok nhân đc hàng rồi,thấy cũng ok đấy,mình mới chỉ lắp thủ ,chưa cho bé nằm,chưa biết chát lượng tốt ko",positive
143,ghế nhún có chất lượng nhưng cái móc treo thì bị rớt hoài nên k thích cho lắm,neutral
144,đã nhận sản phẩm thấy rất hài lòng đánh giá 5 sao cho shop . sẽ ủng hộ shop lần sau,positive
145,chất lượng sản phẩm:rất tốt ghế nhún cho bé. đồ chơi đi kèm. đóng gói cẩn thận. giao hàng rất nhanh,positive
146,"mới cho con nằm thì có vẻ thích thú, nhưng phần lưới chũng quá bé nằm khòm lưng và khó chịu! chỉ nằm tí lại phải bế ra. sản phẩm chắc chắn, về lâu dài thì chưa biết đc.",negative
147,"❌❌vỉ gác chảo inox sỉ💰10k/cái 🌈🌈đồ ăn ráo dầu ngon lại càng ngon 👉vỉ gác chảo với thiết kế đơn giản nhưng khá tiện ích, giúp bạn đặt thức ăn đã chiên rán lên trên gác cho món ăn luôn thơm ngon nóng giòn hạn chế tối đa dầu mỡ. gác chảo làm từ inox nên vệ sinh dễ dàng và bảo vệ sức khỏe 👉gác chảo inox có thiết kế với 3 - 5 móc để bám vào chảo một cách chắc chắn, chịu lực tốt, có thể để nhiều đồ chiên lên vỉ",positive
148,sản phẩm giống với mô tả mà mua về ku nhà mình nhỏ chưa hợp tác hi vọng lớn tí sẽ nằm để mẹ làm việc,negative
149,"màu sắc đẹp,giá rẻ so với cấc shop khác. nói chung là ok nên mua",positive
150,"shop tư vấn nhiệt tình, hiểu ý khách hàng, giao hàng nhanh, mặt hàng rất ưng ý.",positive
151,sản phẩm này ok khuyến khích mọi người lên mua,positive
152,giao hàng nhanh.sp rất tốt.,positive
153,"hàng đẹp chất lượng 👌bé nằm rất thích ,đt chụp xấu nên ko đang hình",positive
154,lỏng lẻo .con chưa nằm lên chưa biết thế nào . giao hàng nhanh .,neutral
155,"chất lượng sản phẩm:tốt shop giao nhanh,đúng xe,sẽ ủng hộ lần sau",positive
156,chất lượng sản phẩm:đúng vs mô tả nên mua nha mọi người,positive
157,đồ đẹp. ủng hộ shop. chất lượng phù hợp giá tiền. đánh giá 5 sao,positive
158,sp khá là ok tuy giao hàng hơi lâu,positive
159,"đối tượng sử dụng:trẻ em chất lượng sản phẩm:hàng giả mùi hương:khác biệt hoàn toàn với các sản phẩm chính hãng sản phẩm fake nhé mọi người, mình xài loại này mua chính hãng 3 năm nay, nay mua thử loại rẻ này thì mùi khác hoàn toàn rất nồng, team nhãn mờ, mình lật đật ra mua 1 chai chính hãng mắc x2 so sánh đặt kế bên thì đúng là một trời một vực, chưa kể lên mạng xem nhận diện hàng fake là đúng y như cái shop này bán! ib shop cũng không trả lời! lên tra thì thấy nhái tên shop của gian hàng chính hãng có tick xanh nữa!",positive
160,"mình ko biết bên đây có phải bán hàng thật ko,nhưng sao sản phẩm mình mua về so với bên chính hãng(bên trái mình mua shoppe mall của centaphil,bao bì đậm hơn,chất thì hơi lỏng,mùi nhẹ) bên phải là của shop thì hình ảnh mờ nhạt,chất thì đặc mùi thì nồng.",negative
161,"đối tượng sử dụng:trẻ em mùi hương:thơm hơn bình thường chất lượng sản phẩm:chưa biet mình có đặt của shop 2 chai nhưng có vẻ nó ko giống hàng chuẩn. chữ và hình ảnh mờ. tem mã cũng mờ, nhìn có vẻ giống y hệt nhưng mình đã so với chai cũ đang dùng thì nghi đây là hàng giả. mùi thơm thì thơm quá mức cho phép so với dòng dịu nhẹ này. mình mua cho cả trẻ sơ sinh dùng nên hơi lo lắng. màu xanh của nút chai cũng xanh rất nhợt nhạt. nên suy nghĩ trước khi mua, vì bận nên chỉ kip chup ảnh nhanh 2 chai.",positive
162,"chất lượng dởm, sữa rửa mặt có mùi khó chịu hàng nhái khác hẳn mua tại hiệu thuốc, hoàn hàng mà bị huỷ.",negative
163,"mùi hương:nồng mùi nước hoa chất lượng sản phẩm:dỏm đối tượng sử dụng:trẻ em sản phẩm tệ, nắp vòi bump như hàng nhái, tem in mờ không rõ, mùi hương liệu k như hàng thật, chất sữa tắm cũg khác",negative
164,chất lượng sản phẩm:hàng nhái hàng fake nha mọi người ơi mình lua sản phẩm của shop bên trái và sản phẩm của shop khác bên phải nó khác rõ rệt,negative
165,"lúc mua ko đọc review, hàng fake rồi... mọi người cẩn thận nha",negative
166,shop giao hàng bị chảy nt thì lại ko phản hồi. ko cố định kĩ cổ vòi nên bị chảy ra. quá bất bình vì nt mãi shop ko trả lời,negative
167,"chất lượng sản phẩm:quá tệ mùi hương:quá nồng hàng giả nhé. chữ trên sản phẩm mờ, nắp chưa xài đã gãy, bên trong có lò xo đẩy. hàng thật ko có lò xo. giá thì gần ngang với hàng thật. mọi người nên cẩn thận với loại cửa hàng này",negative
168,hàng đầy đủ nhưng chai sữa tắm bị đổ ra không biết có ảnh hưởng đens chất lượng không nữa,positive
169,"hàng giả, sản phẩm lừa đảo. khui ra sài thấy mùi đã không đúng r. mà nghĩ chắc nó bỏ loại sửa tắm cho bé khác. sài mấy hôm thấy chỗ sữa tắm bám thành chai bị oxy hoá đen xì, da mặt thằng nhỏ thì sần sùi. nãy mới rữa cái cổ chai luôn.",negative
170,hàng giả không có tem phụ . mùi không đúng . lừa đảo,negative
171,"thấy page ghi chữ chính hãng nên mua thử. về cầm chai mua ở store với chai này là nhìn biết fake liền. nước sữa tắm là hàng đc pha, nghe mùi khác. giao diện chai khác hẳn với chai hàng thật",negative
172,"hàng nhái nhé mn lưu ý, hàng real chữ in nổi hoa văn rõ ràng, còn của shop này chữ chìm, mờ hoa văn nhoè nhìn khá giống hàng real. đánh giá 1 sao",negative
